GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1
"""13000""",Georgia,5,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,442968.3,445971.4,447131.5,452540.3,450526.7,451071.0,453474.6,457056.1,450037.1,454087.7,458100.8,461390.3,450430.3,452091.4,447928.8,432608.0,428282.0,428911.5,428320.0,429449.2,429364.0,430871.0,434698.5,439975.3,439716.1,439654.9,441586.3,445549.6,446654.0,448185.3,448784.1,447435.4,453608.2,452996.7,454851.6,458179.3,462157.1,468677.1,473428.0,475776.8,482476.9,488730.0,491353.8,494168.7,502057.8,504413.9,507874.8,512918.2,519712.1,521454.7,525299.8,533032.2,531915.0,537541.1,542484.6,545260.6,550132.9,558753.0,561748.8,562474.3,551631.3,507102.3,542117.7,545920.7,554992.1,565877.8,570261.2,580626.8,579715.5
"""13000""",Georgia,5,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,98.929,99.599,99.859,101.067,100.617,100.738,101.275,102.075,100.507,101.412,102.308,103.043,100.595,100.966,100.037,96.615,95.649,95.789,95.657,95.910,95.891,96.227,97.082,98.260,98.202,98.189,98.620,99.505,99.752,100.094,100.228,99.926,101.305,101.168,101.583,102.326,103.214,104.670,105.731,106.256,107.752,109.149,109.735,110.363,112.125,112.652,113.424,114.551,116.068,116.457,117.316,119.043,118.793,120.050,121.154,121.774,122.862,124.787,125.456,125.618,123.197,113.252,121.072,121.921,123.947,126.378,127.357,129.672,129.469
"""13000""",Georgia,5,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,383249.1,386956.2,390482.4,397463.0,399028.2,403167.1,408141.4,413725.8,411509.0,417384.7,423112.7,426418.6,416620.3,418649.9,419297.8,410942.5,408898.3,409100.2,409151.0,411213.7,411799.0,415065.2,419616.2,425884.7,426676.0,428903.5,433641.7,437394.4,442001.0,446769.9,450437.0,451850.8,460277.5,461258.4,465235.7,472239.8,477591.9,487131.6,495194.9,500398.6,510448.9,519482.2,525015.9,529085.7,539140.5,544626.2,549351.2,557068.8,565729.3,568903.2,575708.8,587276.4,588310.7,599688.8,607050.2,614310.8,623183.3,637259.7,643694.0,647057.8,637690.1,585215.7,630252.1,637353.5,653600.0,675620.5,690040.3,713947.6,725983.8
"""15000""",Hawaii,8,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,66097.3,66774.7,67374.0,68249.4,68079.2,68669.1,69149.5,69139.5,69085.4,69427.6,70549.8,71258.7,71000.7,71402.9,70478.0,68961.7,68109.6,68023.6,67634.3,67942.5,68728.3,69123.5,70150.4,70510.2,70544.6,70433.4,70244.4,71364.0,71501.4,71955.9,72214.9,71949.0,73259.9,72764.9,73023.4,73204.7,72819.7,73307.1,73905.3,74017.5,75067.0,75773.2,76100.3,76537.4,76895.9,77135.4,77422.6,77761.6,78488.0,78761.7,79264.5,79252.3,79457.5,80301.3,80102.2,79558.0,78642.6,78886.7,79669.4,79502.9,77374.7,66399.0,68883.6,69843.3,70653.8,73896.2,74986.5,75981.6,75302.1
"""15000""",Hawaii,8,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,91.923,92.865,93.698,94.916,94.679,95.499,96.167,96.153,96.078,96.554,98.115,99.101,98.742,99.301,98.015,95.906,94.721,94.602,94.060,94.489,95.582,96.131,97.559,98.060,98.108,97.953,97.690,99.247,99.438,100.070,100.431,100.061,101.884,101.195,101.555,101.807,101.272,101.950,102.781,102.937,104.397,105.379,105.834,106.442,106.941,107.274,107.673,108.144,109.155,109.535,110.235,110.218,110.503,111.676,111.400,110.643,109.370,109.709,110.798,110.566,107.606,92.342,95.798,97.132,98.260,102.769,104.285,105.669,104.724
"""15000""",Hawaii,8,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,55900.0,56858.0,57759.3,58960.4,59483.8,60433.0,61438.3,62030.8,62648.9,63345.2,64892.7,65767.7,65609.1,66107.0,65709.5,65287.1,64737.1,64562.7,64188.7,64710.4,65573.7,66299.4,67501.3,68117.5,68421.6,68635.1,69013.9,70264.9,70855.3,71866.3,72410.1,72489.4,74121.7,73986.7,74655.8,75455.6,75233.1,76274.8,77437.6,78147.7,79894.0,80913.9,81707.0,82406.3,82999.2,83639.9,84150.2,84868.1,86024.0,86717.2,87755.3,88214.8,88945.6,90580.8,90763.0,90816.2,90586.9,91314.8,92627.5,92595.3,90324.4,77669.9,81034.8,82509.3,84183.3,89170.4,91946.8,94937.3,95586.5
"""16000""",Idaho,7,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,54984.0,55851.9,56747.8,56588.4,57675.9,58189.5,57011.7,57577.9,57953.6,58222.4,58687.5,59820.1,59894.2,61054.5,60936.6,59352.5,58216.2,56841.1,57223.9,57030.7,57817.4,57957.1,58504.5,58848.0,58007.0,58146.1,58020.4,58731.4,58172.4,58381.6,58659.2,58082.6,59476.4,60354.2,60923.8,61770.5,61708.3,62213.4,62803.7,63090.7,63501.0,62844.0,63041.2,62938.7,64747.1,65294.9,66049.6,65824.6,65735.4,66817.1,67229.4,68140.2,70111.3,70871.6,71269.7,72048.8,72936.5,73613.8,74249.3,74848.2,74672.5,69045.3,74893.7,76010.2,77265.9,77765.2,77537.7,79082.9,78874.1
"""16000""",Idaho,7,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.273,95.762,97.298,97.024,98.889,99.769,97.750,98.721,99.365,99.826,100.623,102.565,102.692,104.682,104.480,101.764,99.815,97.458,98.114,97.783,99.132,99.371,100.310,100.899,99.457,99.695,99.480,100.699,99.740,100.099,100.575,99.586,101.976,103.481,104.458,105.909,105.803,106.669,107.681,108.173,108.876,107.750,108.088,107.912,111.013,111.952,113.246,112.860,112.707,114.562,115.269,116.831,120.210,121.514,122.196,123.532,125.054,126.215,127.305,128.332,128.031,118.382,128.410,130.324,132.477,133.333,132.943,135.592,135.234
"""16000""",Idaho,7,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,47497.0,48324.1,49347.3,49402.8,50612.9,51293.0,50831.7,51765.5,52804.0,53375.7,54137.5,55420.8,55403.5,56669.4,56946.4,55783.8,54730.1,53503.3,53885.1,54137.7,54950.3,55114.6,55828.1,56457.2,56269.0,56758.1,57097.1,57640.2,57587.0,58164.9,58816.1,58727.8,60557.8,61484.8,62229.3,63071.2,63206.8,64317.7,65075.1,65701.2,65898.7,65629.2,66103.9,65967.9,67562.3,68710.7,69552.0,69524.8,70012.1,71318.4,72007.1,73416.1,75819.4,77257.3,77751.3,79147.5,80531.4,81815.3,83080.5,84253.3,84482.3,77635.9,85470.0,87698.2,90552.1,93410.5,94849.9,98454.6,100797.7
"""17000""",Illinois,3,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,685519.3,685960.8,689684.2,689662.0,703368.2,704060.6,703568.9,708312.6,707704.0,710808.8,712608.8,719357.6,708830.7,714308.9,711908.0,691418.3,684670.7,685734.7,687647.8,694590.6,687912.6,695484.1,703516.5,705805.1,705841.7,710480.2,709675.4,719136.2,728820.9,730157.2,726258.6,720359.7,726898.7,722806.0,724327.9,730467.2,728529.4,740200.6,747259.5,748786.5,748243.0,751309.9,755352.4,752114.5,747762.1,748754.5,746744.6,754072.8,748851.5,753571.8,757994.2,761961.2,770034.3,774027.4,776057.2,776141.3,776071.6,776598.2,779812.1,778133.5,763614.3,694926.7,742852.1,749181.3,766829.0,771306.0,775271.1,784945.0,779918.0
"""17000""",Illinois,3,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.372,94.433,94.946,94.943,96.829,96.925,96.857,97.510,97.426,97.854,98.102,99.031,97.581,98.336,98.005,95.184,94.255,94.402,94.665,95.621,94.702,95.744,96.850,97.165,97.170,97.809,97.698,99.000,100.333,100.517,99.981,99.169,100.069,99.505,99.715,100.560,100.293,101.900,102.872,103.082,103.007,103.429,103.986,103.540,102.941,103.078,102.801,103.810,103.091,103.741,104.350,104.896,106.007,106.557,106.836,106.848,106.838,106.911,107.353,107.122,105.123,95.667,102.265,103.136,105.566,106.182,106.728,108.060,107.368
"""17000""",Illinois,3,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,582315.2,585846.2,593681.0,597405.0,615033.8,621491.5,625751.7,634694.8,640898.7,647286.3,652419.1,659976.4,650988.6,656748.7,660681.2,650211.4,646138.9,646492.8,649142.9,657676.4,652523.5,662942.1,672613.9,677539.9,680955.8,690224.7,695318.5,705024.2,721011.3,727758.5,729198.2,727628.4,737708.8,735411.1,740039.4,751326.6,751153.3,767880.4,780221.4,786169.3,790762.1,798360.8,806568.8,804030.2,800575.2,805839.8,805167.4,816590.5,814032.4,821772.0,831393.1,841103.2,854362.7,866665.3,871597.5,877516.6,881148.3,887825.7,895410.5,897559.8,885630.0,804348.4,866285.8,877203.3,906797.7,927452.1,945653.6,973485.9,987387.7
"""18000""",Indiana,3,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,287211.6,290265.2,291820.0,292015.9,294718.5,295480.8,296252.6,297999.0,298025.7,303170.3,305942.1,309204.7,307348.6,306737.9,300460.9,289302.8,276448.6,275936.5,278538.7,287159.2,291395.3,296966.3,300583.1,301124.7,298315.5,298568.5,297912.8,301461.4,301597.1,302312.8,300952.2,297193.4,307595.9,304667.8,307995.2,308857.7,312831.5,317865.2,319484.1,316951.4,312883.7,314704.3,313221.5,314195.2,315453.4,318480.5,321320.7,323151.4,322669.6,324783.9,325701.0,330212.5,335177.8,337591.6,337908.6,337920.6,335558.8,338006.0,339115.8,340719.7,338137.4,304394.8,336678.7,340242.4,348472.4,352213.3,352532.6,357278.1,355877.9
"""18000""",Indiana,3,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,95.574,96.590,97.107,97.172,98.072,98.325,98.582,99.163,99.172,100.884,101.806,102.892,102.274,102.071,99.982,96.269,91.992,91.822,92.687,95.556,96.966,98.819,100.023,100.203,99.268,99.353,99.134,100.315,100.360,100.599,100.146,98.895,102.357,101.382,102.489,102.777,104.099,105.774,106.313,105.470,104.116,104.722,104.229,104.553,104.971,105.979,106.924,107.533,107.373,108.076,108.381,109.883,111.535,112.338,112.444,112.448,111.662,112.476,112.845,113.379,112.520,101.291,112.034,113.220,115.959,117.204,117.310,118.889,118.423
"""18000""",Indiana,3,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,243862.1,247123.7,250257.5,251438.6,255605.2,258280.1,260850.3,263675.5,266353.5,272795.7,276029.6,278859.3,277801.3,277549.6,276232.9,270571.0,260643.7,259481.2,262361.0,270821.3,274735.9,281428.3,286035.2,288049.2,287457.8,289906.9,292197.2,295862.5,298023.6,301341.9,302567.7,300122.4,311398.0,308324.5,312661.4,316169.9,320818.1,327921.9,332092.6,331000.6,328681.8,332551.9,332796.0,333752.9,334336.7,339219.3,342405.3,346041.5,347446.8,350417.3,353727.4,361009.7,367978.3,373791.6,375029.5,377274.0,375794.3,380255.8,382316.6,385714.6,384065.3,344388.3,383794.0,389099.2,403693.8,415922.8,423728.5,438011.7,447236.0
"""19000""",Iowa,4,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,144118.8,144576.1,145571.2,144043.0,145802.3,146800.9,145883.4,147734.8,150013.6,153268.3,153783.2,154382.1,153042.0,152250.4,149299.1,144934.1,143995.3,144840.9,146888.2,149006.8,148155.9,150138.9,150711.8,151587.2,150024.1,150914.7,152095.5,156706.6,158196.8,160271.9,159424.2,156260.6,157953.8,156976.2,158754.6,160238.6,161833.6,166714.0,168976.1,168953.1,170548.1,170919.9,171492.5,171545.5,170765.2,169126.9,170998.7,170665.6,170771.8,170306.7,169053.9,170598.5,172014.6,173155.5,173274.5,173272.9,170621.5,171714.2,174175.0,175113.1,171962.8,160153.4,171502.8,174062.1,178621.7,181305.7,181089.0,180048.0,179475.3
"""19000""",Iowa,4,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,90.905,91.193,91.821,90.857,91.967,92.596,92.018,93.185,94.623,96.676,97.001,97.378,96.533,96.034,94.172,91.419,90.827,91.360,92.651,93.988,93.451,94.702,95.063,95.615,94.630,95.191,95.936,98.845,99.785,101.093,100.559,98.563,99.631,99.015,100.136,101.072,102.078,105.157,106.584,106.569,107.575,107.810,108.171,108.204,107.712,106.679,107.860,107.649,107.716,107.423,106.633,107.607,108.500,109.220,109.295,109.294,107.622,108.311,109.863,110.455,108.468,101.019,108.177,109.792,112.668,114.361,114.224,113.567,113.206
"""19000""",Iowa,4,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,122230.8,122820.8,124314.5,123397.6,125734.9,127496.8,127892.4,130461.2,134118.7,137964.6,139262.7,140374.7,139079.1,138538.2,137489.0,135087.5,134576.2,135355.2,137363.5,140283.5,139434.5,141860.3,142959.7,144681.2,144777.1,146636.5,149260.5,153236.4,156232.6,159467.6,160066.6,158386.7,161442.5,160363.1,162577.6,164417.9,166554.4,173197.5,175933.8,176697.9,178465.5,179884.6,181466.0,181381.0,180317.9,179815.2,181913.0,181999.4,183212.8,183084.7,182532.5,185369.0,187805.0,190612.8,190932.2,192262.3,189896.3,192396.1,196365.1,198632.9,196419.1,181989.0,196938.3,201724.1,210044.9,219940.7,223685.5,225695.7,231651.3
"""20000""",Kansas,4,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,124051.0,124245.1,124798.9,122704.1,129547.7,130473.2,129955.9,131481.3,135248.5,136847.2,137355.1,138923.6,140367.8,141721.8,140231.4,135826.3,133828.8,133545.6,133955.3,135578.5,132421.8,134726.5,137141.9,138602.7,137725.3,140255.3,139850.6,140486.5,146346.1,143701.7,138890.9,138334.0,140120.2,141187.0,141731.4,143854.9,140392.4,144158.9,147706.8,149118.5,146337.4,148746.8,149641.6,150516.3,150695.9,153390.5,154970.0,155724.9,155227.5,155178.2,155222.8,156003.0,157250.1,158690.9,159627.2,160057.0,157922.3,159752.1,160804.2,162250.7,160610.5,147121.0,158961.7,160387.3,162059.7,162965.0,162655.4,163255.9,162199.5
"""20000""",Kansas,4,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,87.472,87.609,87.999,86.522,91.348,92.000,91.636,92.711,95.368,96.495,96.853,97.959,98.977,99.932,98.881,95.775,94.366,94.167,94.456,95.600,93.374,94.999,96.703,97.733,97.114,98.898,98.613,99.061,103.193,101.328,97.936,97.543,98.803,99.555,99.939,101.436,98.995,101.650,104.152,105.148,103.187,104.886,105.516,106.133,106.260,108.160,109.274,109.806,109.455,109.421,109.452,110.002,110.882,111.897,112.558,112.861,111.355,112.646,113.388,114.408,113.251,103.739,112.088,113.094,114.273,114.911,114.693,115.116,114.371
"""20000""",Kansas,4,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,104756.6,105279.0,106565.5,105504.1,112056.3,113708.8,114284.9,116317.6,121054.1,123412.5,124600.7,126447.6,128063.3,130026.8,129788.6,126538.6,124759.6,124455.9,124944.6,127235.6,124589.4,127204.9,130127.6,132443.5,133157.5,136722.1,137593.3,137962.6,144864.5,143181.8,139406.1,139820.4,142458.8,143678.1,144641.0,147154.9,144093.0,148874.0,152978.0,154789.4,151732.5,154889.7,156261.2,156949.4,156626.0,160175.7,161816.8,163185.7,163698.8,164074.9,164974.1,166945.3,169052.6,172037.8,173367.5,174852.2,173097.8,175952.0,177770.6,180133.6,178881.8,162994.4,177873.1,180817.9,185475.4,191169.5,194278.1,198291.5,202278.7
"""21000""",Kentucky,5,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,168139.2,170967.1,172424.6,173190.4,175521.3,176473.8,175692.2,174943.3,172852.1,173961.1,174241.5,176574.4,176193.1,177259.3,173240.7,168547.4,166186.7,164827.7,166210.0,169592.3,168935.5,173359.8,176337.4,176487.8,173840.0,174818.6,175330.8,178992.0,178490.7,179113.9,178315.4,176654.9,182528.7,180960.2,181542.6,180991.9,180217.5,182049.5,182139.4,181480.8,181655.9,183361.8,183140.1,183506.2,181195.0,183857.4,185801.0,185606.5,184471.2,185589.7,186019.6,187385.6,186677.3,188861.2,188296.2,188499.6,189494.7,191048.3,191851.0,193028.1,190903.4,171911.5,189231.5,190094.1,192634.7,193651.7,194128.2,196945.7,195676.0
"""21000""",Kentucky,5,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,94.384,95.971,96.790,97.219,98.528,99.063,98.624,98.203,97.030,97.652,97.809,99.119,98.905,99.504,97.248,94.613,93.288,92.525,93.301,95.200,94.831,97.315,98.986,99.070,97.584,98.133,98.421,100.476,100.195,100.545,100.096,99.164,102.461,101.581,101.908,101.599,101.164,102.192,102.243,101.873,101.972,102.929,102.805,103.010,101.713,103.207,104.298,104.189,103.552,104.180,104.421,105.188,104.790,106.016,105.699,105.813,106.372,107.244,107.694,108.355,107.163,96.502,106.224,106.708,108.134,108.705,108.973,110.554,109.842
"""21000""",Kentucky,5,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,140967.8,143934.4,146600.5,148541.6,151387.6,153539.2,154272.0,154435.0,154403.6,156666.6,157585.6,159998.9,159793.6,161867.8,160435.8,157438.1,156091.7,155147.5,157225.8,161454.3,161357.3,165752.3,168891.0,169634.1,168132.5,170403.5,172058.3,175753.3,176704.9,178502.3,179052.1,178315.5,184845.2,183411.0,184656.5,185184.7,184832.7,187991.6,189403.9,189707.0,190561.6,193780.5,194437.9,194872.2,192083.7,196171.4,198484.6,199200.1,198956.2,200523.5,201977.6,204762.8,204793.4,208934.5,208836.0,210437.3,212381.8,215349.8,217093.6,219581.0,217970.5,195399.1,217252.9,219535.8,225700.8,231511.0,236300.6,244480.3,249046.6
"""22000""",Louisiana,5,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,247839.3,250917.6,246429.1,245906.9,246621.5,246043.3,244566.2,244770.1,233339.3,230236.5,229263.2,228631.8,229226.5,231917.3,232806.9,234652.0,236002.6,234460.5,236374.1,238806.8,244996.8,248058.5,249534.2,244755.2,237067.2,234453.9,232156.4,236225.3,238407.2,239344.6,233435.6,230351.3,229867.2,227188.6,227949.9,228805.4,228593.4,234835.9,238232.2,239758.9,235729.6,233505.1,232551.8,230277.4,228352.8,228008.5,228056.5,229296.3,232617.8,233809.9,234467.4,234202.7,236742.0,237033.7,235952.5,235334.4,235482.2,234889.4,236358.7,237060.0,231935.4,209621.9,223747.2,223882.7,224325.9,228737.2,227342.7,230532.6,228002.3
"""22000""",Louisiana,5,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,105.291,106.599,104.692,104.470,104.774,104.528,103.901,103.987,99.131,97.813,97.399,97.131,97.384,98.527,98.905,99.689,100.263,99.607,100.420,101.454,104.084,105.384,106.011,103.981,100.715,99.605,98.629,100.357,101.284,101.682,99.172,97.862,97.656,96.518,96.841,97.205,97.115,99.767,101.210,101.858,100.147,99.201,98.797,97.830,97.013,96.866,96.887,97.413,98.825,99.331,99.610,99.498,100.577,100.701,100.241,99.979,100.041,99.790,100.414,100.712,98.535,89.055,95.056,95.114,95.302,97.176,96.583,97.939,96.864
"""22000""",Louisiana,5,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,192506.0,198324.1,201444.2,206104.5,205690.8,208132.4,208965.0,208306.8,201514.5,202827.9,203178.4,204643.2,208053.3,214948.6,217057.4,209510.3,205180.1,201560.3,203920.9,208966.3,218847.5,224085.2,229040.9,229262.1,227083.3,229374.3,229594.2,233728.1,236763.8,238130.5,234401.8,232242.7,231818.3,228835.3,230416.6,232259.7,233108.8,240492.1,244771.4,244576.8,237729.1,236990.6,235201.1,230533.3,225064.2,226215.2,226803.0,230280.3,236755.6,239407.7,243329.0,247324.6,253287.2,256721.9,256507.2,256724.7,255074.6,254163.4,254161.7,254848.4,247300.5,219516.3,236762.0,238170.7,243641.4,253297.9,257160.7,267126.3,271519.2
"""23000""",Maine,1,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,54479.3,54801.7,54956.6,55470.0,55405.9,55684.8,55324.8,55378.1,54892.2,55510.0,55586.9,55450.5,55298.8,55209.3,54718.8,53388.6,52928.4,53385.3,53938.5,54268.2,54050.2,54345.3,54657.7,54166.8,53756.1,53599.3,53472.0,54328.6,54022.0,54308.0,53710.0,52678.9,53464.3,52889.5,53115.3,53487.2,53404.5,53887.3,54229.0,54630.7,53828.5,54413.2,54488.2,54973.2,54977.2,55630.8,55574.2,56079.2,56303.4,56295.0,56816.3,57235.5,57838.7,58265.4,58477.9,58133.4,58897.3,59045.0,59607.8,60185.6,59882.6,55198.0,59368.4,60580.4,60933.5,61584.0,61862.1,62880.9,62682.2
"""23000""",Maine,1,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,101.490,102.090,102.379,103.335,103.216,103.735,103.065,103.164,102.259,103.410,103.553,103.299,103.016,102.849,101.936,99.458,98.600,99.451,100.482,101.096,100.690,101.240,101.822,100.907,100.142,99.850,99.613,101.209,100.638,101.170,100.056,98.136,99.599,98.528,98.949,99.641,99.487,100.387,101.023,101.772,100.277,101.366,101.506,102.410,102.417,103.635,103.529,104.470,104.888,104.872,105.843,106.624,107.748,108.543,108.939,108.297,109.720,109.995,111.043,112.120,111.555,102.828,110.597,112.855,113.513,114.725,115.243,117.141,116.771
"""23000""",Maine,1,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,46324.2,46781.7,47226.2,47982.1,48388.1,49023.5,49206.3,49563.9,49651.1,50509.4,50847.1,50829.6,50754.0,50775.7,50889.9,50433.2,50315.2,50820.9,51438.5,51920.7,51734.5,52235.6,52676.5,52378.2,52169.8,52250.6,52526.9,53354.6,53453.5,54151.6,53893.1,53220.6,54322.1,53930.1,54443.1,55185.1,55211.7,56071.7,56779.9,57579.9,57043.3,57966.9,58412.1,59103.0,59239.9,60298.7,60350.8,61128.2,61642.6,61799.0,62683.6,63526.4,64503.8,65530.4,65942.3,65991.1,67202.4,67823.0,68867.7,69918.6,70099.5,64704.4,70256.0,72027.3,73174.0,75213.9,76664.5,79176.6,80454.5
"""24000""",Maryland,2,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,296104.9,299499.2,304913.3,306125.2,304842.7,305007.2,306216.0,307110.4,303858.1,306963.1,306385.5,309816.6,313558.2,317016.2,316132.9,312323.0,308138.9,309761.4,311803.9,315664.6,320015.2,323965.5,326402.7,331095.2,329525.4,332809.8,333042.9,334370.8,334960.0,331560.7,333661.1,329912.2,334297.8,332763.7,334474.8,335539.4,335102.1,339734.1,342581.1,341001.2,345663.3,346588.1,348800.5,351555.2,355809.1,358933.1,361442.7,364142.9,364081.6,365362.5,367194.6,370083.4,367493.3,369239.8,368712.2,369130.3,367089.8,370310.2,370596.9,370498.9,365726.5,334346.5,355810.5,356326.6,364834.0,361511.5,363084.5,367539.7,367288.8
"""24000""",Maryland,2,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,89.048,90.069,91.697,92.061,91.676,91.725,92.089,92.358,91.379,92.313,92.140,93.171,94.297,95.336,95.071,93.925,92.667,93.155,93.769,94.930,96.238,97.426,98.159,99.570,99.098,100.086,100.156,100.556,100.733,99.710,100.342,99.215,100.534,100.072,100.587,100.907,100.775,102.168,103.025,102.550,103.952,104.230,104.895,105.723,107.003,107.942,108.697,109.509,109.490,109.876,110.427,111.295,110.516,111.042,110.883,111.009,110.395,111.364,111.450,111.420,109.985,100.548,107.003,107.158,109.717,108.718,109.191,110.530,110.455
"""24000""",Maryland,2,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,254961.3,259272.5,265714.9,268451.4,270096.8,272466.8,275610.3,278407.4,278092.9,282503.5,283701.4,287564.5,291560.4,295312.8,296941.4,297786.2,295671.7,297391.8,299535.6,303811.7,307997.8,313050.7,316123.0,321741.7,321133.2,325853.6,328294.4,329843.7,332291.9,330946.7,334541.6,332313.8,338189.8,337924.2,341117.9,345078.5,345118.3,351625.1,356929.4,357372.7,364691.1,367225.6,371570.0,375425.5,380862.8,386079.3,389723.2,394268.3,395237.0,397798.7,401716.5,406871.8,405957.4,411156.1,412092.3,415193.1,415750.1,421277.5,423870.5,425539.8,422759.8,387606.8,415081.5,417250.6,430607.4,431318.7,439027.7,451985.8,458827.3
"""25000""",Massachusetts,1,SQGDP1,1,...,Real GDP (millions of chained 2012 dollars),Millions of chained 2012 dollars,383214.4,384392.9,389005.8,390600.7,393070.0,395014.2,393542.7,400516.5,399634.0,403314.8,408509.3,414226.5,416127.1,420634.7,415624.0,407293.7,405263.0,404884.5,407451.0,411279.7,416892.0,423669.9,430721.4,431887.6,426040.2,439222.5,432740.7,439974.7,440127.1,443687.8,444914.2,442938.5,442613.3,442737.1,446548.9,447596.8,442835.2,447318.4,454755.2,461366.9,463496.5,468617.9,467518.8,472610.4,470642.9,473992.3,479256.3,477504.6,477527.5,481738.9,487136.6,491252.2,497091.8,502744.6,505327.0,506653.7,512866.5,516821.0,520751.7,520469.2,516373.4,467257.2,500353.4,510323.9,517170.8,528270.4,533244.6,543334.5,543621.9
"""25000""",Massachusetts,1,SQGDP1,2,...,Chain-type quantity indexes for real GDP,Quantity index,86.521,86.787,87.828,88.188,88.746,89.185,88.852,90.427,90.228,91.059,92.232,93.522,93.952,94.969,93.838,91.957,91.499,91.413,91.993,92.857,94.124,95.654,97.247,97.510,96.190,99.166,97.702,99.336,99.370,100.174,100.451,100.005,99.931,99.959,100.820,101.057,99.982,100.994,102.673,104.166,104.646,105.803,105.555,106.704,106.260,107.016,108.205,107.809,107.814,108.765,109.984,110.913,112.231,113.508,114.091,114.390,115.793,116.686,117.573,117.509,116.585,105.495,112.968,115.219,116.765,119.271,120.394,122.672,122.737
"""25000""",Massachusetts,1,SQGDP1,3,...,Current-dollar GDP (millions of current dollars),Millions of current dollars,336268.1,338958.0,344919.0,347827.6,353125.7,357826.8,358608.4,367519.1,370009.1,375029.1,381619.2,387418.9,389409.2,393467.9,391543.0,388693.5,388348.1,387989.4,390671.2,395010.6,400544.4,408703.1,416457.2,418839.7,414300.3,429135.9,425556.8,433098.9,436320.5,442564.2,446257.8,446525.2,448675.7,450705.9,456748.1,461155.1,457454.6,464399.0,475229.0,484791.6,490415.3,498544.3,499976.6,506469.1,505926.1,512563.1,519824.2,520236.9,521661.3,527908.8,536367.8,543479.2,552395.3,563245.3,567996.0,572552.7,582565.6,591060.1,598503.3,600897.8,600435.8,544140.4,586019.7,599311.4,610699.8,629570.1,642037.7,663749.8,673788.5
