                               Labor Force Data by County, 2019 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1316100000000   13     161   Jeff Davis County, GA                             2019         6,195        5,902        293      4.7
CN1316300000000   13     163   Jefferson County, GA                              2019         6,644        6,316        328      4.9
CN1316500000000   13     165   Jenkins County, GA                                2019         3,213        3,044        169      5.3
CN1316700000000   13     167   Johnson County, GA                                2019         4,080        3,925        155      3.8
CN1316900000000   13     169   Jones County, GA                                  2019        13,768       13,311        457      3.3
CN1317100000000   13     171   Lamar County, GA                                  2019         8,216        7,883        333      4.1
CN1317300000000   13     173   Lanier County, GA                                 2019         3,785        3,628        157      4.1
CN1317500000000   13     175   Laurens County, GA                                2019        19,590       18,664        926      4.7
CN1317700000000   13     177   Lee County, GA                                    2019        15,153       14,677        476      3.1
CN1317900000000   13     179   Liberty County, GA                                2019        25,996       24,972      1,024      3.9
CN1318100000000   13     181   Lincoln County, GA                                2019         3,555        3,413        142      4.0
CN1318300000000   13     183   Long County, GA                                   2019         8,353        8,035        318      3.8
CN1318500000000   13     185   Lowndes County, GA                                2019        51,738       49,834      1,904      3.7
CN1318700000000   13     187   Lumpkin County, GA                                2019        16,960       16,398        562      3.3
CN1318900000000   13     189   McDuffie County, GA                               2019         8,766        8,295        471      5.4
CN1319100000000   13     191   McIntosh County, GA                               2019         6,108        5,878        230      3.8
CN1319300000000   13     193   Macon County, GA                                  2019         4,729        4,504        225      4.8
CN1319500000000   13     195   Madison County, GA                                2019        13,430       13,000        430      3.2
CN1319700000000   13     197   Marion County, GA                                 2019         3,298        3,152        146      4.4
CN1319900000000   13     199   Meriwether County, GA                             2019         8,907        8,484        423      4.7
CN1320100000000   13     201   Miller County, GA                                 2019         2,807        2,712         95      3.4
CN1320500000000   13     205   Mitchell County, GA                               2019         8,500        8,100        400      4.7
CN1320700000000   13     207   Monroe County, GA                                 2019        13,039       12,596        443      3.4
CN1320900000000   13     209   Montgomery County, GA                             2019         3,931        3,722        209      5.3
CN1321100000000   13     211   Morgan County, GA                                 2019         9,392        9,085        307      3.3
CN1321300000000   13     213   Murray County, GA                                 2019        15,643       14,815        828      5.3
CN1321500000000   13     215   Muscogee County, GA                               2019        77,914       74,199      3,715      4.8
CN1321700000000   13     217   Newton County, GA                                 2019        52,934       50,793      2,141      4.0
CN1321900000000   13     219   Oconee County, GA                                 2019        20,069       19,536        533      2.7
CN1322100000000   13     221   Oglethorpe County, GA                             2019         7,045        6,809        236      3.3
CN1322300000000   13     223   Paulding County, GA                               2019        87,765       85,070      2,695      3.1
CN1322500000000   13     225   Peach County, GA                                  2019        11,913       11,405        508      4.3
CN1322700000000   13     227   Pickens County, GA                                2019        15,469       14,981        488      3.2
CN1322900000000   13     229   Pierce County, GA                                 2019         8,701        8,392        309      3.6
CN1323100000000   13     231   Pike County, GA                                   2019         8,999        8,714        285      3.2
CN1323300000000   13     233   Polk County, GA                                   2019        18,593       17,889        704      3.8
CN1323500000000   13     235   Pulaski County, GA                                2019         4,070        3,906        164      4.0
CN1323700000000   13     237   Putnam County, GA                                 2019         8,334        7,958        376      4.5
CN1323900000000   13     239   Quitman County, GA                                2019           813          770         43      5.3
CN1324100000000   13     241   Rabun County, GA                                  2019         7,326        7,058        268      3.7
CN1324300000000   13     243   Randolph County, GA                               2019         2,558        2,431        127      5.0
CN1324500000000   13     245   Richmond County, GA                               2019        85,470       81,412      4,058      4.7
CN1324700000000   13     247   Rockdale County, GA                               2019        44,649       42,863      1,786      4.0
CN1324900000000   13     249   Schley County, GA                                 2019         2,260        2,170         90      4.0
CN1325100000000   13     251   Screven County, GA                                2019         5,166        4,875        291      5.6
CN1325300000000   13     253   Seminole County, GA                               2019         3,110        2,972        138      4.4
CN1325500000000   13     255   Spalding County, GA                               2019        28,770       27,562      1,208      4.2
CN1325700000000   13     257   Stephens County, GA                               2019        10,849       10,422        427      3.9
CN1325900000000   13     259   Stewart County, GA                                2019         2,499        2,389        110      4.4
CN1326100000000   13     261   Sumter County, GA                                 2019        12,891       12,255        636      4.9
CN1326300000000   13     263   Talbot County, GA                                 2019         2,830        2,700        130      4.6
CN1326500000000   13     265   Taliaferro County, GA                             2019           547          518         29      5.3
CN1326700000000   13     267   Tattnall County, GA                               2019         9,771        9,387        384      3.9
CN1326900000000   13     269   Taylor County, GA                                 2019         3,039        2,909        130      4.3
CN1327100000000   13     271   Telfair County, GA                                2019         4,307        3,894        413      9.6
CN1327300000000   13     273   Terrell County, GA                                2019         3,553        3,369        184      5.2
CN1327500000000   13     275   Thomas County, GA                                 2019        17,033       16,339        694      4.1
CN1327700000000   13     277   Tift County, GA                                   2019        20,340       19,643        697      3.4
CN1327900000000   13     279   Toombs County, GA                                 2019        12,027       11,422        605      5.0
CN1328100000000   13     281   Towns County, GA                                  2019         3,980        3,781        199      5.0
CN1328300000000   13     283   Treutlen County, GA                               2019         2,732        2,586        146      5.3
CN1328500000000   13     285   Troup County, GA                                  2019        38,059       36,806      1,253      3.3
CN1328700000000   13     287   Turner County, GA                                 2019         3,226        3,100        126      3.9
CN1328900000000   13     289   Twiggs County, GA                                 2019         2,863        2,698        165      5.8
CN1329100000000   13     291   Union County, GA                                  2019        10,516       10,174        342      3.3
CN1329300000000   13     293   Upson County, GA                                  2019        11,430       11,008        422      3.7
CN1329500000000   13     295   Walker County, GA                                 2019        31,462       30,288      1,174      3.7
CN1329700000000   13     297   Walton County, GA                                 2019        46,257       44,765      1,492      3.2
CN1329900000000   13     299   Ware County, GA                                   2019        15,524       14,927        597      3.8
CN1330100000000   13     301   Warren County, GA                                 2019         2,766        2,630        136      4.9
CN1330300000000   13     303   Washington County, GA                             2019         7,070        6,765        305      4.3
CN1330500000000   13     305   Wayne County, GA                                  2019        11,535       11,054        481      4.2
CN1330700000000   13     307   Webster County, GA                                2019         1,029          977         52      5.1
CN1330900000000   13     309   Wheeler County, GA                                2019         1,678        1,552        126      7.5
CN1331100000000   13     311   White County, GA                                  2019        16,583       16,118        465      2.8
CN1331300000000   13     313   Whitfield County, GA                              2019        43,978       41,941      2,037      4.6
CN1331500000000   13     315   Wilcox County, GA                                 2019         2,718        2,594        124      4.6
CN1331700000000   13     317   Wilkes County, GA                                 2019         3,816        3,634        182      4.8
CN1331900000000   13     319   Wilkinson County, GA                              2019         4,057        3,899        158      3.9
CN1332100000000   13     321   Worth County, GA                                  2019         9,062        8,700        362      4.0
CN1500100000000   15     001   Hawaii County, HI                                 2019        93,600       90,674      2,926      3.1
CN1500300000000   15     003   Honolulu County/city, HI                          2019       463,895      453,077     10,818      2.3
CN1500700000000   15     007   Kauai County, HI                                  2019        37,682       36,770        912      2.4
CN1500900000000   15     009   Maui County, HI                                   2019        89,513       87,393      2,120      2.4
CN1600100000000   16     001   Ada County, ID                                    2019       256,429      249,853      6,576      2.6
CN1600300000000   16     003   Adams County, ID                                  2019         1,734        1,615        119      6.9
CN1600500000000   16     005   Bannock County, ID                                2019        42,950       41,720      1,230      2.9
CN1600700000000   16     007   Bear Lake County, ID                              2019         2,999        2,910         89      3.0
CN1600900000000   16     009   Benewah County, ID                                2019         4,121        3,902        219      5.3
CN1601100000000   16     011   Bingham County, ID                                2019        23,979       23,330        649      2.7
CN1601300000000   16     013   Blaine County, ID                                 2019        12,447       12,116        331      2.7
CN1601500000000   16     015   Boise County, ID                                  2019         3,550        3,395        155      4.4
CN1601700000000   16     017   Bonner County, ID                                 2019        20,253       19,390        863      4.3
CN1601900000000   16     019   Bonneville County, ID                             2019        57,575       56,173      1,402      2.4
CN1602100000000   16     021   Boundary County, ID                               2019         5,409        5,162        247      4.6
CN1602300000000   16     023   Butte County, ID                                  2019         1,386        1,349         37      2.7
CN1602500000000   16     025   Camas County, ID                                  2019           688          668         20      2.9
CN1602700000000   16     027   Canyon County, ID                                 2019       105,652      102,201      3,451      3.3
CN1602900000000   16     029   Caribou County, ID                                2019         4,145        4,032        113      2.7
CN1603100000000   16     031   Cassia County, ID                                 2019        12,252       11,950        302      2.5
CN1603300000000   16     033   Clark County, ID                                  2019           380          365         15      3.9
CN1603500000000   16     035   Clearwater County, ID                             2019         2,924        2,724        200      6.8
CN1603700000000   16     037   Custer County, ID                                 2019         2,240        2,145         95      4.2
CN1603900000000   16     039   Elmore County, ID                                 2019        11,662       11,275        387      3.3
CN1604100000000   16     041   Franklin County, ID                               2019         7,135        6,966        169      2.4
CN1604300000000   16     043   Fremont County, ID                                2019         7,818        7,633        185      2.4
CN1604500000000   16     045   Gem County, ID                                    2019         8,397        8,115        282      3.4
CN1604700000000   16     047   Gooding County, ID                                2019         8,286        8,066        220      2.7
CN1604900000000   16     049   Idaho County, ID                                  2019         6,633        6,331        302      4.6
CN1605100000000   16     051   Jefferson County, ID                              2019        14,107       13,774        333      2.4
CN1605300000000   16     053   Jerome County, ID                                 2019        12,348       12,023        325      2.6
CN1605500000000   16     055   Kootenai County, ID                               2019        80,800       77,878      2,922      3.6
CN1605700000000   16     057   Latah County, ID                                  2019        20,640       20,082        558      2.7
CN1605900000000   16     059   Lemhi County, ID                                  2019         3,586        3,414        172      4.8
CN1606100000000   16     061   Lewis County, ID                                  2019         1,648        1,556         92      5.6
CN1606300000000   16     063   Lincoln County, ID                                2019         2,698        2,600         98      3.6
CN1606500000000   16     065   Madison County, ID                                2019        22,187       21,774        413      1.9
CN1606700000000   16     067   Minidoka County, ID                               2019        11,499       11,205        294      2.6
CN1606900000000   16     069   Nez Perce County, ID                              2019        21,153       20,549        604      2.9
CN1607100000000   16     071   Oneida County, ID                                 2019         2,339        2,285         54      2.3
CN1607300000000   16     073   Owyhee County, ID                                 2019         5,469        5,280        189      3.5
CN1607500000000   16     075   Payette County, ID                                2019        11,808       11,381        427      3.6
CN1607700000000   16     077   Power County, ID                                  2019         4,115        3,986        129      3.1
CN1607900000000   16     079   Shoshone County, ID                               2019         5,201        4,891        310      6.0
CN1608100000000   16     081   Teton County, ID                                  2019         6,674        6,522        152      2.3
CN1608300000000   16     083   Twin Falls County, ID                             2019        41,632       40,449      1,183      2.8
CN1608500000000   16     085   Valley County, ID                                 2019         5,601        5,379        222      4.0
CN1608700000000   16     087   Washington County, ID                             2019         4,647        4,452        195      4.2
CN1700100000000   17     001   Adams County, IL                                  2019        32,290       31,239      1,051      3.3
CN1700300000000   17     003   Alexander County, IL                              2019         1,947        1,828        119      6.1
CN1700500000000   17     005   Bond County, IL                                   2019         7,783        7,498        285      3.7
CN1700700000000   17     007   Boone County, IL                                  2019        26,397       24,983      1,414      5.4
CN1700900000000   17     009   Brown County, IL                                  2019         3,009        2,938         71      2.4
CN1701100000000   17     011   Bureau County, IL                                 2019        17,225       16,457        768      4.5
CN1701300000000   17     013   Calhoun County, IL                                2019         2,316        2,213        103      4.4
CN1701500000000   17     015   Carroll County, IL                                2019         7,390        7,101        289      3.9
CN1701700000000   17     017   Cass County, IL                                   2019         6,086        5,846        240      3.9
CN1701900000000   17     019   Champaign County, IL                              2019       109,107      105,208      3,899      3.6
CN1702100000000   17     021   Christian County, IL                              2019        14,519       13,849        670      4.6
CN1702300000000   17     023   Clark County, IL                                  2019         7,656        7,315        341      4.5
CN1702500000000   17     025   Clay County, IL                                   2019         6,478        6,197        281      4.3
CN1702700000000   17     027   Clinton County, IL                                2019        20,634       20,022        612      3.0
CN1702900000000   17     029   Coles County, IL                                  2019        23,883       22,966        917      3.8
CN1703100000000   17     031   Cook County, IL                                   2019     2,684,430    2,578,917    105,513      3.9
CN1703300000000   17     033   Crawford County, IL                               2019         8,686        8,327        359      4.1
CN1703500000000   17     035   Cumberland County, IL                             2019         6,121        5,920        201      3.3
CN1703700000000   17     037   DeKalb County, IL                                 2019        55,690       53,508      2,182      3.9
CN1703900000000   17     039   De Witt County, IL                                2019         7,462        7,152        310      4.2
CN1704100000000   17     041   Douglas County, IL                                2019        10,254        9,905        349      3.4
CN1704300000000   17     043   DuPage County, IL                                 2019       525,102      509,120     15,982      3.0
CN1704500000000   17     045   Edgar County, IL                                  2019         8,957        8,588        369      4.1
CN1704700000000   17     047   Edwards County, IL                                2019         2,718        2,606        112      4.1
CN1704900000000   17     049   Effingham County, IL                              2019        19,335       18,738        597      3.1
CN1705100000000   17     051   Fayette County, IL                                2019         9,930        9,514        416      4.2
CN1705300000000   17     053   Ford County, IL                                   2019         6,352        6,090        262      4.1
CN1705500000000   17     055   Franklin County, IL                               2019        16,417       15,570        847      5.2
CN1705700000000   17     057   Fulton County, IL                                 2019        15,205       14,396        809      5.3
CN1705900000000   17     059   Gallatin County, IL                               2019         2,339        2,227        112      4.8
CN1706100000000   17     061   Greene County, IL                                 2019         6,060        5,812        248      4.1
CN1706300000000   17     063   Grundy County, IL                                 2019        26,525       25,297      1,228      4.6
CN1706500000000   17     065   Hamilton County, IL                               2019         4,429        4,265        164      3.7
CN1706700000000   17     067   Hancock County, IL                                2019         8,419        8,041        378      4.5
CN1706900000000   17     069   Hardin County, IL                                 2019         1,306        1,225         81      6.2
CN1707100000000   17     071   Henderson County, IL                              2019         3,634        3,469        165      4.5
CN1707300000000   17     073   Henry County, IL                                  2019        25,076       23,934      1,142      4.6
CN1707500000000   17     075   Iroquois County, IL                               2019        14,367       13,789        578      4.0
CN1707700000000   17     077   Jackson County, IL                                2019        27,997       26,985      1,012      3.6
CN1707900000000   17     079   Jasper County, IL                                 2019         4,656        4,467        189      4.1
CN1708100000000   17     081   Jefferson County, IL                              2019        17,429       16,663        766      4.4
CN1708300000000   17     083   Jersey County, IL                                 2019        11,065       10,601        464      4.2
CN1708500000000   17     085   Jo Daviess County, IL                             2019        10,827       10,407        420      3.9
CN1708700000000   17     087   Johnson County, IL                                2019         4,142        3,902        240      5.8
CN1708900000000   17     089   Kane County, IL                                   2019       272,881      261,268     11,613      4.3
CN1709100000000   17     091   Kankakee County, IL                               2019        55,937       53,259      2,678      4.8
CN1709300000000   17     093   Kendall County, IL                                2019        72,001       69,530      2,471      3.4
CN1709500000000   17     095   Knox County, IL                                   2019        21,779       20,747      1,032      4.7
CN1709700000000   17     097   Lake County, IL                                   2019       377,561      362,682     14,879      3.9
CN1709900000000   17     099   LaSalle County, IL                                2019        54,764       51,979      2,785      5.1
CN1710100000000   17     101   Lawrence County, IL                               2019         5,920        5,608        312      5.3
CN1710300000000   17     103   Lee County, IL                                    2019        17,642       16,972        670      3.8
CN1710500000000   17     105   Livingston County, IL                             2019        16,603       15,959        644      3.9
CN1710700000000   17     107   Logan County, IL                                  2019        12,672       12,146        526      4.2
CN1710900000000   17     109   McDonough County, IL                              2019        13,448       12,852        596      4.4
CN1711100000000   17     111   McHenry County, IL                                2019       171,810      165,911      5,899      3.4
CN1711300000000   17     113   McLean County, IL                                 2019        88,203       85,039      3,164      3.6
CN1711500000000   17     115   Macon County, IL                                  2019        48,744       46,300      2,444      5.0
CN1711700000000   17     117   Macoupin County, IL                               2019        23,057       22,117        940      4.1
CN1711900000000   17     119   Madison County, IL                                2019       135,030      129,990      5,040      3.7
CN1712100000000   17     121   Marion County, IL                                 2019        17,706       16,958        748      4.2
CN1712300000000   17     123   Marshall County, IL                               2019         5,346        5,101        245      4.6
CN1712500000000   17     125   Mason County, IL                                  2019         6,296        5,976        320      5.1
CN1712700000000   17     127   Massac County, IL                                 2019         5,610        5,311        299      5.3
CN1712900000000   17     129   Menard County, IL                                 2019         6,410        6,174        236      3.7
CN1713100000000   17     131   Mercer County, IL                                 2019         8,068        7,681        387      4.8
CN1713300000000   17     133   Monroe County, IL                                 2019        19,180       18,619        561      2.9
CN1713500000000   17     135   Montgomery County, IL                             2019        11,769       11,184        585      5.0
CN1713700000000   17     137   Morgan County, IL                                 2019        16,515       15,882        633      3.8
CN1713900000000   17     139   Moultrie County, IL                               2019         7,618        7,376        242      3.2
CN1714100000000   17     141   Ogle County, IL                                   2019        25,002       23,845      1,157      4.6
CN1714300000000   17     143   Peoria County, IL                                 2019        85,172       81,021      4,151      4.9
CN1714500000000   17     145   Perry County, IL                                  2019         8,341        7,931        410      4.9
CN1714700000000   17     147   Piatt County, IL                                  2019         8,619        8,320        299      3.5
CN1714900000000   17     149   Pike County, IL                                   2019         7,054        6,762        292      4.1
CN1715100000000   17     151   Pope County, IL                                   2019         1,685        1,596         89      5.3
CN1715300000000   17     153   Pulaski County, IL                                2019         1,953        1,829        124      6.3
CN1715500000000   17     155   Putnam County, IL                                 2019         3,041        2,893        148      4.9
CN1715700000000   17     157   Randolph County, IL                               2019        14,340       13,841        499      3.5
CN1715900000000   17     159   Richland County, IL                               2019         7,257        6,974        283      3.9
CN1716100000000   17     161   Rock Island County, IL                            2019        70,995       67,620      3,375      4.8
CN1716300000000   17     163   St. Clair County, IL                              2019       127,373      121,998      5,375      4.2
CN1716500000000   17     165   Saline County, IL                                 2019         9,661        9,173        488      5.1
CN1716700000000   17     167   Sangamon County, IL                               2019        99,908       96,007      3,901      3.9
CN1716900000000   17     169   Schuyler County, IL                               2019         3,265        3,136        129      4.0
CN1717100000000   17     171   Scott County, IL                                  2019         2,512        2,398        114      4.5
CN1717300000000   17     173   Shelby County, IL                                 2019        10,646       10,250        396      3.7
CN1717500000000   17     175   Stark County, IL                                  2019         2,527        2,388        139      5.5
CN1717700000000   17     177   Stephenson County, IL                             2019        21,819       20,911        908      4.2
CN1717900000000   17     179   Tazewell County, IL                               2019        64,246       61,545      2,701      4.2
CN1718100000000   17     181   Union County, IL                                  2019         7,465        7,062        403      5.4
CN1718300000000   17     183   Vermilion County, IL                              2019        33,145       31,518      1,627      4.9
CN1718500000000   17     185   Wabash County, IL                                 2019         5,854        5,619        235      4.0
CN1718700000000   17     187   Warren County, IL                                 2019         8,515        8,184        331      3.9
CN1718900000000   17     189   Washington County, IL                             2019        10,023        9,778        245      2.4
CN1719100000000   17     191   Wayne County, IL                                  2019         7,002        6,683        319      4.6
CN1719300000000   17     193   White County, IL                                  2019         6,627        6,381        246      3.7
CN1719500000000   17     195   Whiteside County, IL                              2019        28,759       27,593      1,166      4.1
CN1719700000000   17     197   Will County, IL                                   2019       370,932      356,223     14,709      4.0
CN1719900000000   17     199   Williamson County, IL                             2019        32,203       30,886      1,317      4.1
CN1720100000000   17     201   Winnebago County, IL                              2019       139,696      132,166      7,530      5.4
CN1720300000000   17     203   Woodford County, IL                               2019        18,967       18,294        673      3.5
CN1800100000000   18     001   Adams County, IN                                  2019        17,396       16,929        467      2.7
CN1800300000000   18     003   Allen County, IN                                  2019       187,735      181,889      5,846      3.1
CN1800500000000   18     005   Bartholomew County, IN                            2019        45,228       44,108      1,120      2.5
CN1800700000000   18     007   Benton County, IN                                 2019         4,539        4,396        143      3.2
CN1800900000000   18     009   Blackford County, IN                              2019         5,013        4,820        193      3.8
CN1801100000000   18     011   Boone County, IN                                  2019        36,757       35,861        896      2.4
CN1801300000000   18     013   Brown County, IN                                  2019         7,646        7,418        228      3.0
CN1801500000000   18     015   Carroll County, IN                                2019        10,131        9,826        305      3.0
CN1801700000000   18     017   Cass County, IN                                   2019        18,089       17,470        619      3.4
CN1801900000000   18     019   Clark County, IN                                  2019        62,520       60,480      2,040      3.3
CN1802100000000   18     021   Clay County, IN                                   2019        11,822       11,394        428      3.6
CN1802300000000   18     023   Clinton County, IN                                2019        17,276       16,818        458      2.7
CN1802500000000   18     025   Crawford County, IN                               2019         4,888        4,690        198      4.1
CN1802700000000   18     027   Daviess County, IN                                2019        16,818       16,385        433      2.6
CN1802900000000   18     029   Dearborn County, IN                               2019        25,962       25,055        907      3.5
CN1803100000000   18     031   Decatur County, IN                                2019        15,517       15,089        428      2.8
CN1803300000000   18     033   DeKalb County, IN                                 2019        22,746       22,111        635      2.8
CN1803500000000   18     035   Delaware County, IN                               2019        53,692       51,643      2,049      3.8
CN1803700000000   18     037   Dubois County, IN                                 2019        23,253       22,705        548      2.4
CN1803900000000   18     039   Elkhart County, IN                                2019       112,981      109,538      3,443      3.0
CN1804100000000   18     041   Fayette County, IN                                2019         8,798        8,388        410      4.7
CN1804300000000   18     043   Floyd County, IN                                  2019        42,282       40,974      1,308      3.1
CN1804500000000   18     045   Fountain County, IN                               2019         8,054        7,776        278      3.5
CN1804700000000   18     047   Franklin County, IN                               2019        11,517       11,128        389      3.4
CN1804900000000   18     049   Fulton County, IN                                 2019         9,924        9,615        309      3.1
CN1805100000000   18     051   Gibson County, IN                                 2019        19,629       19,140        489      2.5
CN1805300000000   18     053   Grant County, IN                                  2019        31,933       30,769      1,164      3.6
CN1805500000000   18     055   Greene County, IN                                 2019        13,700       13,140        560      4.1
CN1805700000000   18     057   Hamilton County, IN                               2019       188,283      183,590      4,693      2.5
CN1805900000000   18     059   Hancock County, IN                                2019        41,243       40,094      1,149      2.8
CN1806100000000   18     061   Harrison County, IN                               2019        20,510       19,861        649      3.2
CN1806300000000   18     063   Hendricks County, IN                              2019        91,794       89,345      2,449      2.7
CN1806500000000   18     065   Henry County, IN                                  2019        22,252       21,534        718      3.2
CN1806700000000   18     067   Howard County, IN                                 2019        36,596       35,132      1,464      4.0
CN1806900000000   18     069   Huntington County, IN                             2019        18,352       17,759        593      3.2
CN1807100000000   18     071   Jackson County, IN                                2019        23,020       22,418        602      2.6
CN1807300000000   18     073   Jasper County, IN                                 2019        16,281       15,683        598      3.7
CN1807500000000   18     075   Jay County, IN                                    2019         9,456        9,176        280      3.0
CN1807700000000   18     077   Jefferson County, IN                              2019        15,158       14,654        504      3.3
CN1807900000000   18     079   Jennings County, IN                               2019        13,655       13,216        439      3.2
CN1808100000000   18     081   Johnson County, IN                                2019        84,055       81,817      2,238      2.7
CN1808300000000   18     083   Knox County, IN                                   2019        18,577       18,019        558      3.0
CN1808500000000   18     085   Kosciusko County, IN                              2019        42,670       41,496      1,174      2.8
CN1808700000000   18     087   LaGrange County, IN                               2019        20,097       19,544        553      2.8
CN1808900000000   18     089   Lake County, IN                                   2019       229,282      218,059     11,223      4.9
CN1809100000000   18     091   LaPorte County, IN                                2019        47,621       45,604      2,017      4.2
CN1809300000000   18     093   Lawrence County, IN                               2019        21,191       20,437        754      3.6
CN1809500000000   18     095   Madison County, IN                                2019        59,166       57,004      2,162      3.7
CN1809700000000   18     097   Marion County, IN                                 2019       495,927      479,869     16,058      3.2
CN1809900000000   18     099   Marshall County, IN                               2019        23,375       22,662        713      3.1
CN1810100000000   18     101   Martin County, IN                                 2019         5,399        5,259        140      2.6
CN1810300000000   18     103   Miami County, IN                                  2019        15,361       14,764        597      3.9
CN1810500000000   18     105   Monroe County, IN                                 2019        70,605       68,277      2,328      3.3
CN1810700000000   18     107   Montgomery County, IN                             2019        18,912       18,344        568      3.0
CN1810900000000   18     109   Morgan County, IN                                 2019        36,563       35,452      1,111      3.0
CN1811100000000   18     111   Newton County, IN                                 2019         6,919        6,635        284      4.1
CN1811300000000   18     113   Noble County, IN                                  2019        23,801       23,075        726      3.1
CN1811500000000   18     115   Ohio County, IN                                   2019         3,228        3,117        111      3.4
CN1811700000000   18     117   Orange County, IN                                 2019         8,698        8,404        294      3.4
CN1811900000000   18     119   Owen County, IN                                   2019         9,334        8,965        369      4.0
CN1812100000000   18     121   Parke County, IN                                  2019         7,054        6,789        265      3.8
CN1812300000000   18     123   Perry County, IN                                  2019         9,279        8,976        303      3.3
CN1812500000000   18     125   Pike County, IN                                   2019         6,144        5,944        200      3.3
CN1812700000000   18     127   Porter County, IN                                 2019        86,580       83,354      3,226      3.7
CN1812900000000   18     129   Posey County, IN                                  2019        13,516       13,149        367      2.7
CN1813100000000   18     131   Pulaski County, IN                                2019         6,566        6,369        197      3.0
CN1813300000000   18     133   Putnam County, IN                                 2019        16,706       16,136        570      3.4
CN1813500000000   18     135   Randolph County, IN                               2019        11,351       10,935        416      3.7
CN1813700000000   18     137   Ripley County, IN                                 2019        14,384       13,926        458      3.2
CN1813900000000   18     139   Rush County, IN                                   2019         9,052        8,814        238      2.6
CN1814100000000   18     141   St. Joseph County, IN                             2019       138,514      133,631      4,883      3.5
CN1814300000000   18     143   Scott County, IN                                  2019        10,622       10,247        375      3.5
CN1814500000000   18     145   Shelby County, IN                                 2019        23,246       22,580        666      2.9
CN1814700000000   18     147   Spencer County, IN                                2019        10,890       10,556        334      3.1
CN1814900000000   18     149   Starke County, IN                                 2019         9,939        9,513        426      4.3
CN1815100000000   18     151   Steuben County, IN                                2019        20,758       20,210        548      2.6
CN1815300000000   18     153   Sullivan County, IN                               2019         8,209        7,856        353      4.3
CN1815500000000   18     155   Switzerland County, IN                            2019         5,043        4,877        166      3.3
CN1815700000000   18     157   Tippecanoe County, IN                             2019        98,284       95,360      2,924      3.0
CN1815900000000   18     159   Tipton County, IN                                 2019         9,363        9,114        249      2.7
CN1816100000000   18     161   Union County, IN                                  2019         3,595        3,480        115      3.2
CN1816300000000   18     163   Vanderburgh County, IN                            2019        94,428       91,550      2,878      3.0
CN1816500000000   18     165   Vermillion County, IN                             2019         6,863        6,502        361      5.3
CN1816700000000   18     167   Vigo County, IN                                   2019        46,991       44,941      2,050      4.4
CN1816900000000   18     169   Wabash County, IN                                 2019        15,072       14,611        461      3.1
CN1817100000000   18     171   Warren County, IN                                 2019         4,212        4,088        124      2.9
CN1817300000000   18     173   Warrick County, IN                                2019        33,159       32,206        953      2.9
CN1817500000000   18     175   Washington County, IN                             2019        13,843       13,393        450      3.3
CN1817700000000   18     177   Wayne County, IN                                  2019        31,044       29,957      1,087      3.5
CN1817900000000   18     179   Wells County, IN                                  2019        14,488       14,099        389      2.7
CN1818100000000   18     181   White County, IN                                  2019        13,615       13,254        361      2.7
CN1818300000000   18     183   Whitley County, IN                                2019        17,733       17,211        522      2.9
CN1900100000000   19     001   Adair County, IA                                  2019         4,347        4,250         97      2.2
CN1900300000000   19     003   Adams County, IA                                  2019         2,221        2,184         37      1.7
CN1900500000000   19     005   Allamakee County, IA                              2019         7,520        7,269        251      3.3
CN1900700000000   19     007   Appanoose County, IA                              2019         6,075        5,869        206      3.4
CN1900900000000   19     009   Audubon County, IA                                2019         3,177        3,102         75      2.4
CN1901100000000   19     011   Benton County, IA                                 2019        13,802       13,415        387      2.8
CN1901300000000   19     013   Black Hawk County, IA                             2019        70,771       68,621      2,150      3.0
CN1901500000000   19     015   Boone County, IA                                  2019        15,235       14,892        343      2.3
CN1901700000000   19     017   Bremer County, IA                                 2019        14,395       14,082        313      2.2
CN1901900000000   19     019   Buchanan County, IA                               2019        11,617       11,315        302      2.6
CN1902100000000   19     021   Buena Vista County, IA                            2019        11,945       11,707        238      2.0
CN1902300000000   19     023   Butler County, IA                                 2019         8,055        7,811        244      3.0
CN1902500000000   19     025   Calhoun County, IA                                2019         4,337        4,232        105      2.4
CN1902700000000   19     027   Carroll County, IA                                2019        11,162       10,957        205      1.8
