                               Labor Force Data by County, 2018 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1718500000000   17     185   Wabash County, IL                                 2018         5,826        5,538        288      4.9
CN1718700000000   17     187   Warren County, IL                                 2018         8,729        8,367        362      4.1
CN1718900000000   17     189   Washington County, IL                             2018         9,890        9,601        289      2.9
CN1719100000000   17     191   Wayne County, IL                                  2018         6,925        6,544        381      5.5
CN1719300000000   17     193   White County, IL                                  2018         6,736        6,450        286      4.2
CN1719500000000   17     195   Whiteside County, IL                              2018        28,652       27,371      1,281      4.5
CN1719700000000   17     197   Will County, IL                                   2018       367,616      352,220     15,396      4.2
CN1719900000000   17     199   Williamson County, IL                             2018        32,198       30,576      1,622      5.0
CN1720100000000   17     201   Winnebago County, IL                              2018       141,660      133,661      7,999      5.6
CN1720300000000   17     203   Woodford County, IL                               2018        19,114       18,341        773      4.0
CN1800100000000   18     001   Adams County, IN                                  2018        17,515       17,062        453      2.6
CN1800300000000   18     003   Allen County, IN                                  2018       184,869      179,078      5,791      3.1
CN1800500000000   18     005   Bartholomew County, IN                            2018        45,181       44,002      1,179      2.6
CN1800700000000   18     007   Benton County, IN                                 2018         4,567        4,421        146      3.2
CN1800900000000   18     009   Blackford County, IN                              2018         5,327        5,124        203      3.8
CN1801100000000   18     011   Boone County, IN                                  2018        36,241       35,270        971      2.7
CN1801300000000   18     013   Brown County, IN                                  2018         7,701        7,460        241      3.1
CN1801500000000   18     015   Carroll County, IN                                2018        10,238        9,906        332      3.2
CN1801700000000   18     017   Cass County, IN                                   2018        18,276       17,611        665      3.6
CN1801900000000   18     019   Clark County, IN                                  2018        61,947       59,852      2,095      3.4
CN1802100000000   18     021   Clay County, IN                                   2018        12,338       11,862        476      3.9
CN1802300000000   18     023   Clinton County, IN                                2018        17,204       16,723        481      2.8
CN1802500000000   18     025   Crawford County, IN                               2018         4,954        4,735        219      4.4
CN1802700000000   18     027   Daviess County, IN                                2018        16,531       16,088        443      2.7
CN1802900000000   18     029   Dearborn County, IN                               2018        25,901       24,967        934      3.6
CN1803100000000   18     031   Decatur County, IN                                2018        14,964       14,522        442      3.0
CN1803300000000   18     033   DeKalb County, IN                                 2018        22,528       21,896        632      2.8
CN1803500000000   18     035   Delaware County, IN                               2018        54,201       52,048      2,153      4.0
CN1803700000000   18     037   Dubois County, IN                                 2018        23,363       22,791        572      2.4
CN1803900000000   18     039   Elkhart County, IN                                2018       116,165      113,186      2,979      2.6
CN1804100000000   18     041   Fayette County, IN                                2018         9,165        8,745        420      4.6
CN1804300000000   18     043   Floyd County, IN                                  2018        41,855       40,494      1,361      3.3
CN1804500000000   18     045   Fountain County, IN                               2018         8,105        7,815        290      3.6
CN1804700000000   18     047   Franklin County, IN                               2018        11,413       10,995        418      3.7
CN1804900000000   18     049   Fulton County, IN                                 2018        10,011        9,679        332      3.3
CN1805100000000   18     051   Gibson County, IN                                 2018        19,455       18,943        512      2.6
CN1805300000000   18     053   Grant County, IN                                  2018        32,202       30,982      1,220      3.8
CN1805500000000   18     055   Greene County, IN                                 2018        13,752       13,152        600      4.4
CN1805700000000   18     057   Hamilton County, IN                               2018       183,248      178,344      4,904      2.7
CN1805900000000   18     059   Hancock County, IN                                2018        40,186       38,982      1,204      3.0
CN1806100000000   18     061   Harrison County, IN                               2018        20,434       19,741        693      3.4
CN1806300000000   18     063   Hendricks County, IN                              2018        89,701       87,137      2,564      2.9
CN1806500000000   18     065   Henry County, IN                                  2018        22,445       21,667        778      3.5
CN1806700000000   18     067   Howard County, IN                                 2018        37,468       35,952      1,516      4.0
CN1806900000000   18     069   Huntington County, IN                             2018        18,401       17,757        644      3.5
CN1807100000000   18     071   Jackson County, IN                                2018        22,850       22,206        644      2.8
CN1807300000000   18     073   Jasper County, IN                                 2018        16,488       15,849        639      3.9
CN1807500000000   18     075   Jay County, IN                                    2018         9,790        9,470        320      3.3
CN1807700000000   18     077   Jefferson County, IN                              2018        15,126       14,616        510      3.4
CN1807900000000   18     079   Jennings County, IN                               2018        13,615       13,127        488      3.6
CN1808100000000   18     081   Johnson County, IN                                2018        82,772       80,411      2,361      2.9
CN1808300000000   18     083   Knox County, IN                                   2018        18,875       18,285        590      3.1
CN1808500000000   18     085   Kosciusko County, IN                              2018        42,793       41,681      1,112      2.6
CN1808700000000   18     087   LaGrange County, IN                               2018        20,672       20,161        511      2.5
CN1808900000000   18     089   Lake County, IN                                   2018       232,050      220,711     11,339      4.9
CN1809100000000   18     091   LaPorte County, IN                                2018        48,130       46,059      2,071      4.3
CN1809300000000   18     093   Lawrence County, IN                               2018        21,151       20,350        801      3.8
CN1809500000000   18     095   Madison County, IN                                2018        59,050       56,770      2,280      3.9
CN1809700000000   18     097   Marion County, IN                                 2018       489,271      472,325     16,946      3.5
CN1809900000000   18     099   Marshall County, IN                               2018        23,394       22,662        732      3.1
CN1810100000000   18     101   Martin County, IN                                 2018         5,224        5,082        142      2.7
CN1810300000000   18     103   Miami County, IN                                  2018        15,848       15,221        627      4.0
CN1810500000000   18     105   Monroe County, IN                                 2018        69,640       67,160      2,480      3.6
CN1810700000000   18     107   Montgomery County, IN                             2018        19,129       18,556        573      3.0
CN1810900000000   18     109   Morgan County, IN                                 2018        36,324       35,105      1,219      3.4
CN1811100000000   18     111   Newton County, IN                                 2018         7,062        6,759        303      4.3
CN1811300000000   18     113   Noble County, IN                                  2018        23,683       22,997        686      2.9
CN1811500000000   18     115   Ohio County, IN                                   2018         3,192        3,082        110      3.4
CN1811700000000   18     117   Orange County, IN                                 2018         8,579        8,249        330      3.8
CN1811900000000   18     119   Owen County, IN                                   2018         9,347        8,945        402      4.3
CN1812100000000   18     121   Parke County, IN                                  2018         7,159        6,875        284      4.0
CN1812300000000   18     123   Perry County, IN                                  2018         9,341        9,000        341      3.7
CN1812500000000   18     125   Pike County, IN                                   2018         6,144        5,932        212      3.5
CN1812700000000   18     127   Porter County, IN                                 2018        87,469       84,168      3,301      3.8
CN1812900000000   18     129   Posey County, IN                                  2018        13,734       13,351        383      2.8
CN1813100000000   18     131   Pulaski County, IN                                2018         6,515        6,316        199      3.1
CN1813300000000   18     133   Putnam County, IN                                 2018        16,788       16,160        628      3.7
CN1813500000000   18     135   Randolph County, IN                               2018        11,628       11,180        448      3.9
CN1813700000000   18     137   Ripley County, IN                                 2018        14,122       13,621        501      3.5
CN1813900000000   18     139   Rush County, IN                                   2018         9,050        8,794        256      2.8
CN1814100000000   18     141   St. Joseph County, IN                             2018       136,657      131,849      4,808      3.5
CN1814300000000   18     143   Scott County, IN                                  2018        10,635       10,226        409      3.8
CN1814500000000   18     145   Shelby County, IN                                 2018        23,124       22,413        711      3.1
CN1814700000000   18     147   Spencer County, IN                                2018        10,993       10,637        356      3.2
CN1814900000000   18     149   Starke County, IN                                 2018        10,420        9,970        450      4.3
CN1815100000000   18     151   Steuben County, IN                                2018        20,344       19,808        536      2.6
CN1815300000000   18     153   Sullivan County, IN                               2018         8,605        8,209        396      4.6
CN1815500000000   18     155   Switzerland County, IN                            2018         5,077        4,882        195      3.8
CN1815700000000   18     157   Tippecanoe County, IN                             2018        98,257       95,164      3,093      3.1
CN1815900000000   18     159   Tipton County, IN                                 2018         9,248        8,993        255      2.8
CN1816100000000   18     161   Union County, IN                                  2018         3,568        3,457        111      3.1
CN1816300000000   18     163   Vanderburgh County, IN                            2018        95,151       92,165      2,986      3.1
CN1816500000000   18     165   Vermillion County, IN                             2018         7,165        6,776        389      5.4
CN1816700000000   18     167   Vigo County, IN                                   2018        49,172       47,041      2,131      4.3
CN1816900000000   18     169   Wabash County, IN                                 2018        15,009       14,498        511      3.4
CN1817100000000   18     171   Warren County, IN                                 2018         4,213        4,079        134      3.2
CN1817300000000   18     173   Warrick County, IN                                2018        33,256       32,290        966      2.9
CN1817500000000   18     175   Washington County, IN                             2018        13,846       13,364        482      3.5
CN1817700000000   18     177   Wayne County, IN                                  2018        31,298       30,188      1,110      3.5
CN1817900000000   18     179   Wells County, IN                                  2018        14,416       14,015        401      2.8
CN1818100000000   18     181   White County, IN                                  2018        13,701       13,286        415      3.0
CN1818300000000   18     183   Whitley County, IN                                2018        17,696       17,194        502      2.8
CN1900100000000   19     001   Adair County, IA                                  2018         4,195        4,096         99      2.4
CN1900300000000   19     003   Adams County, IA                                  2018         2,148        2,107         41      1.9
CN1900500000000   19     005   Allamakee County, IA                              2018         7,480        7,251        229      3.1
CN1900700000000   19     007   Appanoose County, IA                              2018         5,972        5,774        198      3.3
CN1900900000000   19     009   Audubon County, IA                                2018         3,135        3,058         77      2.5
CN1901100000000   19     011   Benton County, IA                                 2018        13,530       13,163        367      2.7
CN1901300000000   19     013   Black Hawk County, IA                             2018        69,528       67,585      1,943      2.8
CN1901500000000   19     015   Boone County, IA                                  2018        15,058       14,737        321      2.1
CN1901700000000   19     017   Bremer County, IA                                 2018        14,008       13,723        285      2.0
CN1901900000000   19     019   Buchanan County, IA                               2018        11,382       11,091        291      2.6
CN1902100000000   19     021   Buena Vista County, IA                            2018        11,709       11,465        244      2.1
CN1902300000000   19     023   Butler County, IA                                 2018         7,930        7,713        217      2.7
CN1902500000000   19     025   Calhoun County, IA                                2018         4,346        4,237        109      2.5
CN1902700000000   19     027   Carroll County, IA                                2018        10,977       10,773        204      1.9
CN1902900000000   19     029   Cass County, IA                                   2018         7,206        7,015        191      2.7
CN1903100000000   19     031   Cedar County, IA                                  2018        10,940       10,675        265      2.4
CN1903300000000   19     033   Cerro Gordo County, IA                            2018        23,627       23,012        615      2.6
CN1903500000000   19     035   Cherokee County, IA                               2018         6,070        5,940        130      2.1
CN1903700000000   19     037   Chickasaw County, IA                              2018         6,509        6,335        174      2.7
CN1903900000000   19     039   Clarke County, IA                                 2018         4,885        4,747        138      2.8
CN1904100000000   19     041   Clay County, IA                                   2018         8,649        8,372        277      3.2
CN1904300000000   19     043   Clayton County, IA                                2018        10,288        9,963        325      3.2
CN1904500000000   19     045   Clinton County, IA                                2018        22,991       22,256        735      3.2
CN1904700000000   19     047   Crawford County, IA                               2018         8,282        8,001        281      3.4
CN1904900000000   19     049   Dallas County, IA                                 2018        49,367       48,520        847      1.7
CN1905100000000   19     051   Davis County, IA                                  2018         4,271        4,157        114      2.7
CN1905300000000   19     053   Decatur County, IA                                2018         4,395        4,296         99      2.3
CN1905500000000   19     055   Delaware County, IA                               2018        10,585       10,367        218      2.1
CN1905700000000   19     057   Des Moines County, IA                             2018        19,714       19,071        643      3.3
CN1905900000000   19     059   Dickinson County, IA                              2018         9,983        9,667        316      3.2
CN1906100000000   19     061   Dubuque County, IA                                2018        56,129       54,774      1,355      2.4
CN1906300000000   19     063   Emmet County, IA                                  2018         5,374        5,227        147      2.7
CN1906500000000   19     065   Fayette County, IA                                2018        10,665       10,349        316      3.0
CN1906700000000   19     067   Floyd County, IA                                  2018         8,951        8,711        240      2.7
CN1906900000000   19     069   Franklin County, IA                               2018         5,864        5,740        124      2.1
CN1907100000000   19     071   Fremont County, IA                                2018         3,771        3,701         70      1.9
CN1907300000000   19     073   Greene County, IA                                 2018         5,469        5,345        124      2.3
CN1907500000000   19     075   Grundy County, IA                                 2018         6,600        6,436        164      2.5
CN1907700000000   19     077   Guthrie County, IA                                2018         5,619        5,473        146      2.6
CN1907900000000   19     079   Hamilton County, IA                               2018         7,046        6,857        189      2.7
CN1908100000000   19     081   Hancock County, IA                                2018         6,058        5,918        140      2.3
CN1908300000000   19     083   Hardin County, IA                                 2018         8,363        8,125        238      2.8
CN1908500000000   19     085   Harrison County, IA                               2018         7,361        7,197        164      2.2
CN1908700000000   19     087   Henry County, IA                                  2018         9,857        9,615        242      2.5
CN1908900000000   19     089   Howard County, IA                                 2018         5,261        5,128        133      2.5
CN1909100000000   19     091   Humboldt County, IA                               2018         5,266        5,134        132      2.5
CN1909300000000   19     093   Ida County, IA                                    2018         4,151        4,070         81      2.0
CN1909500000000   19     095   Iowa County, IA                                   2018        10,578       10,360        218      2.1
CN1909700000000   19     097   Jackson County, IA                                2018        11,103       10,796        307      2.8
CN1909900000000   19     099   Jasper County, IA                                 2018        19,633       19,116        517      2.6
CN1910100000000   19     101   Jefferson County, IA                              2018         9,864        9,643        221      2.2
CN1910300000000   19     103   Johnson County, IA                                2018        86,935       85,260      1,675      1.9
CN1910500000000   19     105   Jones County, IA                                  2018        10,726       10,407        319      3.0
CN1910700000000   19     107   Keokuk County, IA                                 2018         5,223        5,073        150      2.9
CN1910900000000   19     109   Kossuth County, IA                                2018         8,631        8,457        174      2.0
CN1911100000000   19     111   Lee County, IA                                    2018        16,182       15,535        647      4.0
CN1911300000000   19     113   Linn County, IA                                   2018       122,004      118,622      3,382      2.8
CN1911500000000   19     115   Louisa County, IA                                 2018         6,141        5,980        161      2.6
CN1911700000000   19     117   Lucas County, IA                                  2018         4,558        4,468         90      2.0
CN1911900000000   19     119   Lyon County, IA                                   2018         7,086        6,978        108      1.5
CN1912100000000   19     121   Madison County, IA                                2018         8,545        8,274        271      3.2
CN1912300000000   19     123   Mahaska County, IA                                2018        11,869       11,576        293      2.5
CN1912500000000   19     125   Marion County, IA                                 2018        18,135       17,764        371      2.0
CN1912700000000   19     127   Marshall County, IA                               2018        18,285       17,474        811      4.4
CN1912900000000   19     129   Mills County, IA                                  2018         7,374        7,220        154      2.1
CN1913100000000   19     131   Mitchell County, IA                               2018         6,005        5,898        107      1.8
CN1913300000000   19     133   Monona County, IA                                 2018         4,517        4,393        124      2.7
CN1913500000000   19     135   Monroe County, IA                                 2018         3,956        3,840        116      2.9
CN1913700000000   19     137   Montgomery County, IA                             2018         4,998        4,877        121      2.4
CN1913900000000   19     139   Muscatine County, IA                              2018        22,082       21,497        585      2.6
CN1914100000000   19     141   O'Brien County, IA                                2018         8,228        8,065        163      2.0
CN1914300000000   19     143   Osceola County, IA                                2018         3,570        3,502         68      1.9
CN1914500000000   19     145   Page County, IA                                   2018         6,486        6,324        162      2.5
CN1914700000000   19     147   Palo Alto County, IA                              2018         4,933        4,825        108      2.2
CN1914900000000   19     149   Plymouth County, IA                               2018        14,878       14,595        283      1.9
CN1915100000000   19     151   Pocahontas County, IA                             2018         4,409        4,329         80      1.8
CN1915300000000   19     153   Polk County, IA                                   2018       267,870      261,016      6,854      2.6
CN1915500000000   19     155   Pottawattamie County, IA                          2018        48,357       47,222      1,135      2.3
CN1915700000000   19     157   Poweshiek County, IA                              2018        10,613       10,364        249      2.3
CN1915900000000   19     159   Ringgold County, IA                               2018         2,562        2,491         71      2.8
CN1916100000000   19     161   Sac County, IA                                    2018         5,370        5,244        126      2.3
CN1916300000000   19     163   Scott County, IA                                  2018        88,802       86,193      2,609      2.9
CN1916500000000   19     165   Shelby County, IA                                 2018         6,747        6,613        134      2.0
CN1916700000000   19     167   Sioux County, IA                                  2018        20,788       20,418        370      1.8
CN1916900000000   19     169   Story County, IA                                  2018        58,714       57,780        934      1.6
CN1917100000000   19     171   Tama County, IA                                   2018         9,621        9,336        285      3.0
CN1917300000000   19     173   Taylor County, IA                                 2018         3,282        3,218         64      2.0
CN1917500000000   19     175   Union County, IA                                  2018         6,462        6,233        229      3.5
CN1917700000000   19     177   Van Buren County, IA                              2018         3,766        3,666        100      2.7
CN1917900000000   19     179   Wapello County, IA                                2018        17,924       17,312        612      3.4
CN1918100000000   19     181   Warren County, IA                                 2018        28,189       27,545        644      2.3
CN1918300000000   19     183   Washington County, IA                             2018        12,142       11,855        287      2.4
CN1918500000000   19     185   Wayne County, IA                                  2018         2,808        2,731         77      2.7
CN1918700000000   19     187   Webster County, IA                                2018        19,433       18,802        631      3.2
CN1918900000000   19     189   Winnebago County, IA                              2018         5,071        4,941        130      2.6
CN1919100000000   19     191   Winneshiek County, IA                             2018        11,957       11,639        318      2.7
CN1919300000000   19     193   Woodbury County, IA                               2018        55,799       54,403      1,396      2.5
CN1919500000000   19     195   Worth County, IA                                  2018         4,227        4,112        115      2.7
CN1919700000000   19     197   Wright County, IA                                 2018         6,554        6,385        169      2.6
CN2000100000000   20     001   Allen County, KS                                  2018         6,367        6,119        248      3.9
CN2000300000000   20     003   Anderson County, KS                               2018         4,141        4,001        140      3.4
CN2000500000000   20     005   Atchison County, KS                               2018         7,044        6,728        316      4.5
CN2000700000000   20     007   Barber County, KS                                 2018         2,394        2,335         59      2.5
CN2000900000000   20     009   Barton County, KS                                 2018        13,602       13,173        429      3.2
CN2001100000000   20     011   Bourbon County, KS                                2018         7,126        6,835        291      4.1
CN2001300000000   20     013   Brown County, KS                                  2018         5,397        5,237        160      3.0
CN2001500000000   20     015   Butler County, KS                                 2018        32,131       31,054      1,077      3.4
CN2001700000000   20     017   Chase County, KS                                  2018         1,474        1,436         38      2.6
CN2001900000000   20     019   Chautauqua County, KS                             2018         1,422        1,367         55      3.9
CN2002100000000   20     021   Cherokee County, KS                               2018        10,087        9,720        367      3.6
CN2002300000000   20     023   Cheyenne County, KS                               2018         1,317        1,287         30      2.3
CN2002500000000   20     025   Clark County, KS                                  2018         1,068        1,043         25      2.3
CN2002700000000   20     027   Clay County, KS                                   2018         3,805        3,686        119      3.1
CN2002900000000   20     029   Cloud County, KS                                  2018         3,805        3,677        128      3.4
CN2003100000000   20     031   Coffey County, KS                                 2018         4,107        3,919        188      4.6
CN2003300000000   20     033   Comanche County, KS                               2018           889          868         21      2.4
CN2003500000000   20     035   Cowley County, KS                                 2018        16,885       16,323        562      3.3
CN2003700000000   20     037   Crawford County, KS                               2018        18,863       18,128        735      3.9
CN2003900000000   20     039   Decatur County, KS                                2018         1,259        1,223         36      2.9
CN2004100000000   20     041   Dickinson County, KS                              2018         9,153        8,841        312      3.4
CN2004300000000   20     043   Doniphan County, KS                               2018         4,172        4,027        145      3.5
CN2004500000000   20     045   Douglas County, KS                                2018        65,570       63,604      1,966      3.0
CN2004700000000   20     047   Edwards County, KS                                2018         1,501        1,466         35      2.3
CN2004900000000   20     049   Elk County, KS                                    2018         1,174        1,136         38      3.2
CN2005100000000   20     051   Ellis County, KS                                  2018        17,002       16,609        393      2.3
CN2005300000000   20     053   Ellsworth County, KS                              2018         2,700        2,627         73      2.7
CN2005500000000   20     055   Finney County, KS                                 2018        20,593       20,095        498      2.4
CN2005700000000   20     057   Ford County, KS                                   2018        17,348       16,920        428      2.5
CN2005900000000   20     059   Franklin County, KS                               2018        14,096       13,603        493      3.5
CN2006100000000   20     061   Geary County, KS                                  2018        11,473       10,945        528      4.6
CN2006300000000   20     063   Gove County, KS                                   2018         1,425        1,395         30      2.1
CN2006500000000   20     065   Graham County, KS                                 2018         1,146        1,111         35      3.1
CN2006700000000   20     067   Grant County, KS                                  2018         3,358        3,267         91      2.7
CN2006900000000   20     069   Gray County, KS                                   2018         3,426        3,359         67      2.0
CN2007100000000   20     071   Greeley County, KS                                2018           861          844         17      2.0
CN2007300000000   20     073   Greenwood County, KS                              2018         3,250        3,138        112      3.4
CN2007500000000   20     075   Hamilton County, KS                               2018         1,631        1,600         31      1.9
CN2007700000000   20     077   Harper County, KS                                 2018         2,750        2,674         76      2.8
CN2007900000000   20     079   Harvey County, KS                                 2018        16,834       16,304        530      3.1
CN2008100000000   20     081   Haskell County, KS                                2018         2,205        2,159         46      2.1
CN2008300000000   20     083   Hodgeman County, KS                               2018           989          965         24      2.4
CN2008500000000   20     085   Jackson County, KS                                2018         7,228        7,015        213      2.9
CN2008700000000   20     087   Jefferson County, KS                              2018        10,193        9,872        321      3.1
CN2008900000000   20     089   Jewell County, KS                                 2018         1,291        1,257         34      2.6
CN2009100000000   20     091   Johnson County, KS                                2018       337,941      328,372      9,569      2.8
CN2009300000000   20     093   Kearny County, KS                                 2018         2,093        2,046         47      2.2
CN2009500000000   20     095   Kingman County, KS                                2018         3,413        3,306        107      3.1
CN2009700000000   20     097   Kiowa County, KS                                  2018         1,307        1,277         30      2.3
CN2009900000000   20     099   Labette County, KS                                2018        10,251        9,854        397      3.9
CN2010100000000   20     101   Lane County, KS                                   2018           794          772         22      2.8
CN2010300000000   20     103   Leavenworth County, KS                            2018        36,401       35,102      1,299      3.6
CN2010500000000   20     105   Lincoln County, KS                                2018         1,708        1,667         41      2.4
CN2010700000000   20     107   Linn County, KS                                   2018         4,431        4,175        256      5.8
CN2010900000000   20     109   Logan County, KS                                  2018         1,692        1,657         35      2.1
CN2011100000000   20     111   Lyon County, KS                                   2018        16,662       16,088        574      3.4
CN2011300000000   20     113   McPherson County, KS                              2018        16,582       16,172        410      2.5
CN2011500000000   20     115   Marion County, KS                                 2018         6,056        5,872        184      3.0
CN2011700000000   20     117   Marshall County, KS                               2018         5,504        5,364        140      2.5
CN2011900000000   20     119   Meade County, KS                                  2018         2,287        2,241         46      2.0
CN2012100000000   20     121   Miami County, KS                                  2018        17,460       16,844        616      3.5
CN2012300000000   20     123   Mitchell County, KS                               2018         3,464        3,389         75      2.2
CN2012500000000   20     125   Montgomery County, KS                             2018        14,826       14,205        621      4.2
CN2012700000000   20     127   Morris County, KS                                 2018         3,014        2,934         80      2.7
CN2012900000000   20     129   Morton County, KS                                 2018         1,174        1,137         37      3.2
CN2013100000000   20     131   Nemaha County, KS                                 2018         5,498        5,374        124      2.3
CN2013300000000   20     133   Neosho County, KS                                 2018         6,017        5,732        285      4.7
CN2013500000000   20     135   Ness County, KS                                   2018         1,339        1,304         35      2.6
CN2013700000000   20     137   Norton County, KS                                 2018         2,755        2,698         57      2.1
CN2013900000000   20     139   Osage County, KS                                  2018         8,057        7,760        297      3.7
CN2014100000000   20     141   Osborne County, KS                                2018         2,051        2,000         51      2.5
CN2014300000000   20     143   Ottawa County, KS                                 2018         3,021        2,937         84      2.8
CN2014500000000   20     145   Pawnee County, KS                                 2018         2,922        2,832         90      3.1
CN2014700000000   20     147   Phillips County, KS                               2018         2,785        2,717         68      2.4
CN2014900000000   20     149   Pottawatomie County, KS                           2018        12,528       12,191        337      2.7
CN2015100000000   20     151   Pratt County, KS                                  2018         4,972        4,840        132      2.7
CN2015300000000   20     153   Rawlins County, KS                                2018         1,481        1,451         30      2.0
CN2015500000000   20     155   Reno County, KS                                   2018        29,796       28,746      1,050      3.5
CN2015700000000   20     157   Republic County, KS                               2018         2,424        2,360         64      2.6
CN2015900000000   20     159   Rice County, KS                                   2018         5,308        5,157        151      2.8
CN2016100000000   20     161   Riley County, KS                                  2018        35,378       34,388        990      2.8
CN2016300000000   20     163   Rooks County, KS                                  2018         2,529        2,450         79      3.1
CN2016500000000   20     165   Rush County, KS                                   2018         1,659        1,615         44      2.7
CN2016700000000   20     167   Russell County, KS                                2018         3,381        3,284         97      2.9
CN2016900000000   20     169   Saline County, KS                                 2018        30,376       29,473        903      3.0
CN2017100000000   20     171   Scott County, KS                                  2018         2,868        2,813         55      1.9
CN2017300000000   20     173   Sedgwick County, KS                               2018       248,463      239,315      9,148      3.7
CN2017500000000   20     175   Seward County, KS                                 2018         9,610        9,307        303      3.2
CN2017700000000   20     177   Shawnee County, KS                                2018        91,122       88,019      3,103      3.4
CN2017900000000   20     179   Sheridan County, KS                               2018         1,427        1,396         31      2.2
CN2018100000000   20     181   Sherman County, KS                                2018         2,907        2,828         79      2.7
CN2018300000000   20     183   Smith County, KS                                  2018         1,975        1,927         48      2.4
CN2018500000000   20     185   Stafford County, KS                               2018         1,980        1,929         51      2.6
CN2018700000000   20     187   Stanton County, KS                                2018         1,005          980         25      2.5
CN2018900000000   20     189   Stevens County, KS                                2018         2,610        2,536         74      2.8
CN2019100000000   20     191   Sumner County, KS                                 2018        10,792       10,422        370      3.4
CN2019300000000   20     193   Thomas County, KS                                 2018         4,287        4,181        106      2.5
CN2019500000000   20     195   Trego County, KS                                  2018         1,385        1,343         42      3.0
CN2019700000000   20     197   Wabaunsee County, KS                              2018         3,677        3,564        113      3.1
CN2019900000000   20     199   Wallace County, KS                                2018           824          804         20      2.4
CN2020100000000   20     201   Washington County, KS                             2018         2,946        2,869         77      2.6
CN2020300000000   20     203   Wichita County, KS                                2018         1,322        1,295         27      2.0
CN2020500000000   20     205   Wilson County, KS                                 2018         4,027        3,856        171      4.2
CN2020700000000   20     207   Woodson County, KS                                2018         1,603        1,535         68      4.2
CN2020900000000   20     209   Wyandotte County, KS                              2018        77,310       73,640      3,670      4.7
CN2100100000000   21     001   Adair County, KY                                  2018         7,192        6,844        348      4.8
CN2100300000000   21     003   Allen County, KY                                  2018         8,914        8,587        327      3.7
CN2100500000000   21     005   Anderson County, KY                               2018        11,902       11,486        416      3.5
CN2100700000000   21     007   Ballard County, KY                                2018         3,531        3,291        240      6.8
CN2100900000000   21     009   Barren County, KY                                 2018        19,028       18,206        822      4.3
CN2101100000000   21     011   Bath County, KY                                   2018         4,606        4,302        304      6.6
CN2101300000000   21     013   Bell County, KY                                   2018         8,473        7,956        517      6.1
CN2101500000000   21     015   Boone County, KY                                  2018        70,616       68,301      2,315      3.3
CN2101700000000   21     017   Bourbon County, KY                                2018         9,686        9,312        374      3.9
CN2101900000000   21     019   Boyd County, KY                                   2018        17,912       16,880      1,032      5.8
CN2102100000000   21     021   Boyle County, KY                                  2018        12,556       12,015        541      4.3
CN2102300000000   21     023   Bracken County, KY                                2018         3,808        3,626        182      4.8
CN2102500000000   21     025   Breathitt County, KY                              2018         3,614        3,359        255      7.1
CN2102700000000   21     027   Breckinridge County, KY                           2018         7,941        7,524        417      5.3
CN2102900000000   21     029   Bullitt County, KY                                2018        42,708       41,035      1,673      3.9
CN2103100000000   21     031   Butler County, KY                                 2018         5,104        4,859        245      4.8
CN2103300000000   21     033   Caldwell County, KY                               2018         5,382        5,133        249      4.6
CN2103500000000   21     035   Calloway County, KY                               2018        18,734       18,022        712      3.8
CN2103700000000   21     037   Campbell County, KY                               2018        50,490       48,871      1,619      3.2
CN2103900000000   21     039   Carlisle County, KY                               2018         2,255        2,146        109      4.8
CN2104100000000   21     041   Carroll County, KY                                2018         5,247        5,038        209      4.0
CN2104300000000   21     043   Carter County, KY                                 2018         9,820        8,937        883      9.0
CN2104500000000   21     045   Casey County, KY                                  2018         6,711        6,405        306      4.6
CN2104700000000   21     047   Christian County, KY                              2018        24,529       23,248      1,281      5.2
CN2104900000000   21     049   Clark County, KY                                  2018        17,132       16,445        687      4.0
CN2105100000000   21     051   Clay County, KY                                   2018         5,209        4,853        356      6.8
CN2105300000000   21     053   Clinton County, KY                                2018         3,865        3,660        205      5.3
CN2105500000000   21     055   Crittenden County, KY                             2018         3,862        3,668        194      5.0
CN2105700000000   21     057   Cumberland County, KY                             2018         3,118        2,983        135      4.3
CN2105900000000   21     059   Daviess County, KY                                2018        47,440       45,598      1,842      3.9
