                               Labor Force Data by County, 2020 Annual Averages

                 State  County                                                                                              
                 FIPS   FIPS                                                                  Labor                     Unemployed    
   LAUS Code     Code   Code   County Name/State Abbreviation                    Year         Force     Employed      Level     Rate
CN1607700000000   16     077   Power County, ID                                  2020         4,139        3,968        171      4.1
CN1607900000000   16     079   Shoshone County, ID                               2020         5,473        4,963        510      9.3
CN1608100000000   16     081   Teton County, ID                                  2020         6,701        6,316        385      5.7
CN1608300000000   16     083   Twin Falls County, ID                             2020        41,544       39,322      2,222      5.3
CN1608500000000   16     085   Valley County, ID                                 2020         5,691        5,231        460      8.1
CN1608700000000   16     087   Washington County, ID                             2020         4,769        4,505        264      5.5
CN1700100000000   17     001   Adams County, IL                                  2020        31,139       29,136      2,003      6.4
CN1700300000000   17     003   Alexander County, IL                              2020         1,834        1,644        190     10.4
CN1700500000000   17     005   Bond County, IL                                   2020         7,396        6,876        520      7.0
CN1700700000000   17     007   Boone County, IL                                  2020        25,318       22,421      2,897     11.4
CN1700900000000   17     009   Brown County, IL                                  2020         2,981        2,864        117      3.9
CN1701100000000   17     011   Bureau County, IL                                 2020        16,377       15,110      1,267      7.7
CN1701300000000   17     013   Calhoun County, IL                                2020         2,171        1,999        172      7.9
CN1701500000000   17     015   Carroll County, IL                                2020         7,432        6,892        540      7.3
CN1701700000000   17     017   Cass County, IL                                   2020         5,810        5,417        393      6.8
CN1701900000000   17     019   Champaign County, IL                              2020       106,836       99,733      7,103      6.6
CN1702100000000   17     021   Christian County, IL                              2020        13,498       12,378      1,120      8.3
CN1702300000000   17     023   Clark County, IL                                  2020         7,285        6,699        586      8.0
CN1702500000000   17     025   Clay County, IL                                   2020         6,194        5,601        593      9.6
CN1702700000000   17     027   Clinton County, IL                                2020        19,653       18,485      1,168      5.9
CN1702900000000   17     029   Coles County, IL                                  2020        23,059       21,314      1,745      7.6
CN1703100000000   17     031   Cook County, IL                                   2020     2,624,052    2,351,173    272,879     10.4
CN1703300000000   17     033   Crawford County, IL                               2020         8,385        7,789        596      7.1
CN1703500000000   17     035   Cumberland County, IL                             2020         5,926        5,582        344      5.8
CN1703700000000   17     037   DeKalb County, IL                                 2020        52,854       48,449      4,405      8.3
CN1703900000000   17     039   De Witt County, IL                                2020         6,993        6,523        470      6.7
CN1704100000000   17     041   Douglas County, IL                                2020         9,964        9,391        573      5.8
CN1704300000000   17     043   DuPage County, IL                                 2020       503,125      465,172     37,953      7.5
CN1704500000000   17     045   Edgar County, IL                                  2020         8,875        8,277        598      6.7
CN1704700000000   17     047   Edwards County, IL                                2020         2,651        2,426        225      8.5
CN1704900000000   17     049   Effingham County, IL                              2020        19,186       17,889      1,297      6.8
CN1705100000000   17     051   Fayette County, IL                                2020         9,700        8,963        737      7.6
CN1705300000000   17     053   Ford County, IL                                   2020         6,156        5,746        410      6.7
CN1705500000000   17     055   Franklin County, IL                               2020        15,935       14,230      1,705     10.7
CN1705700000000   17     057   Fulton County, IL                                 2020        14,556       13,290      1,266      8.7
CN1705900000000   17     059   Gallatin County, IL                               2020         2,009        1,819        190      9.5
CN1706100000000   17     061   Greene County, IL                                 2020         5,882        5,491        391      6.6
CN1706300000000   17     063   Grundy County, IL                                 2020        25,379       23,211      2,168      8.5
CN1706500000000   17     065   Hamilton County, IL                               2020         4,201        3,918        283      6.7
CN1706700000000   17     067   Hancock County, IL                                2020         8,064        7,496        568      7.0
CN1706900000000   17     069   Hardin County, IL                                 2020         1,288        1,166        122      9.5
CN1707100000000   17     071   Henderson County, IL                              2020         3,534        3,283        251      7.1
CN1707300000000   17     073   Henry County, IL                                  2020        23,700       21,809      1,891      8.0
CN1707500000000   17     075   Iroquois County, IL                               2020        13,541       12,684        857      6.3
CN1707700000000   17     077   Jackson County, IL                                2020        27,136       25,004      2,132      7.9
CN1707900000000   17     079   Jasper County, IL                                 2020         4,572        4,290        282      6.2
CN1708100000000   17     081   Jefferson County, IL                              2020        16,941       15,220      1,721     10.2
CN1708300000000   17     083   Jersey County, IL                                 2020        10,580        9,770        810      7.7
CN1708500000000   17     085   Jo Daviess County, IL                             2020        10,435        9,559        876      8.4
CN1708700000000   17     087   Johnson County, IL                                2020         4,083        3,712        371      9.1
CN1708900000000   17     089   Kane County, IL                                   2020       261,149      236,858     24,291      9.3
CN1709100000000   17     091   Kankakee County, IL                               2020        53,863       49,036      4,827      9.0
CN1709300000000   17     093   Kendall County, IL                                2020        70,224       64,661      5,563      7.9
CN1709500000000   17     095   Knox County, IL                                   2020        21,053       19,199      1,854      8.8
CN1709700000000   17     097   Lake County, IL                                   2020       363,910      334,143     29,767      8.2
CN1709900000000   17     099   LaSalle County, IL                                2020        52,669       47,627      5,042      9.6
CN1710100000000   17     101   Lawrence County, IL                               2020         5,747        5,226        521      9.1
CN1710300000000   17     103   Lee County, IL                                    2020        17,085       15,894      1,191      7.0
CN1710500000000   17     105   Livingston County, IL                             2020        15,874       14,784      1,090      6.9
CN1710700000000   17     107   Logan County, IL                                  2020        12,057       11,226        831      6.9
CN1710900000000   17     109   McDonough County, IL                              2020        12,774       11,844        930      7.3
CN1711100000000   17     111   McHenry County, IL                                2020       164,754      151,528     13,226      8.0
CN1711300000000   17     113   McLean County, IL                                 2020        84,781       78,925      5,856      6.9
CN1711500000000   17     115   Macon County, IL                                  2020        47,056       42,338      4,718     10.0
CN1711700000000   17     117   Macoupin County, IL                               2020        21,896       20,351      1,545      7.1
CN1711900000000   17     119   Madison County, IL                                2020       130,887      120,552     10,335      7.9
CN1712100000000   17     121   Marion County, IL                                 2020        17,044       15,441      1,603      9.4
CN1712300000000   17     123   Marshall County, IL                               2020         5,060        4,680        380      7.5
CN1712500000000   17     125   Mason County, IL                                  2020         5,908        5,428        480      8.1
CN1712700000000   17     127   Massac County, IL                                 2020         5,413        4,866        547     10.1
CN1712900000000   17     129   Menard County, IL                                 2020         6,043        5,647        396      6.6
CN1713100000000   17     131   Mercer County, IL                                 2020         7,597        6,971        626      8.2
CN1713300000000   17     133   Monroe County, IL                                 2020        18,371       17,334      1,037      5.6
CN1713500000000   17     135   Montgomery County, IL                             2020        11,430       10,421      1,009      8.8
CN1713700000000   17     137   Morgan County, IL                                 2020        15,854       14,746      1,108      7.0
CN1713900000000   17     139   Moultrie County, IL                               2020         7,244        6,870        374      5.2
CN1714100000000   17     141   Ogle County, IL                                   2020        24,093       22,102      1,991      8.3
CN1714300000000   17     143   Peoria County, IL                                 2020        83,410       74,688      8,722     10.5
CN1714500000000   17     145   Perry County, IL                                  2020         8,068        7,298        770      9.5
CN1714700000000   17     147   Piatt County, IL                                  2020         8,351        7,887        464      5.6
CN1714900000000   17     149   Pike County, IL                                   2020         6,731        6,323        408      6.1
CN1715100000000   17     151   Pope County, IL                                   2020         1,638        1,506        132      8.1
CN1715300000000   17     153   Pulaski County, IL                                2020         1,757        1,549        208     11.8
CN1715500000000   17     155   Putnam County, IL                                 2020         2,938        2,689        249      8.5
CN1715700000000   17     157   Randolph County, IL                               2020        13,728       12,740        988      7.2
CN1715900000000   17     159   Richland County, IL                               2020         7,350        6,843        507      6.9
CN1716100000000   17     161   Rock Island County, IL                            2020        68,489       61,912      6,577      9.6
CN1716300000000   17     163   St. Clair County, IL                              2020       124,057      112,587     11,470      9.2
CN1716500000000   17     165   Saline County, IL                                 2020         9,502        8,559        943      9.9
CN1716700000000   17     167   Sangamon County, IL                               2020        96,553       88,467      8,086      8.4
CN1716900000000   17     169   Schuyler County, IL                               2020         3,126        2,929        197      6.3
CN1717100000000   17     171   Scott County, IL                                  2020         2,347        2,189        158      6.7
CN1717300000000   17     173   Shelby County, IL                                 2020        10,210        9,539        671      6.6
CN1717500000000   17     175   Stark County, IL                                  2020         2,352        2,178        174      7.4
CN1717700000000   17     177   Stephenson County, IL                             2020        21,056       19,492      1,564      7.4
CN1717900000000   17     179   Tazewell County, IL                               2020        61,851       56,747      5,104      8.3
CN1718100000000   17     181   Union County, IL                                  2020         7,175        6,585        590      8.2
CN1718300000000   17     183   Vermilion County, IL                              2020        32,302       29,399      2,903      9.0
CN1718500000000   17     185   Wabash County, IL                                 2020         5,673        5,193        480      8.5
CN1718700000000   17     187   Warren County, IL                                 2020         8,049        7,541        508      6.3
CN1718900000000   17     189   Washington County, IL                             2020         9,528        9,019        509      5.3
CN1719100000000   17     191   Wayne County, IL                                  2020         6,760        6,190        570      8.4
CN1719300000000   17     193   White County, IL                                  2020         6,084        5,605        479      7.9
CN1719500000000   17     195   Whiteside County, IL                              2020        27,618       25,367      2,251      8.2
CN1719700000000   17     197   Will County, IL                                   2020       358,767      326,219     32,548      9.1
CN1719900000000   17     199   Williamson County, IL                             2020        31,360       28,585      2,775      8.8
CN1720100000000   17     201   Winnebago County, IL                              2020       135,434      119,837     15,597     11.5
CN1720300000000   17     203   Woodford County, IL                               2020        17,945       16,831      1,114      6.2
CN1800100000000   18     001   Adams County, IN                                  2020        16,776       15,831        945      5.6
CN1800300000000   18     003   Allen County, IN                                  2020       185,442      170,981     14,461      7.8
CN1800500000000   18     005   Bartholomew County, IN                            2020        43,673       40,792      2,881      6.6
CN1800700000000   18     007   Benton County, IN                                 2020         4,162        3,938        224      5.4
CN1800900000000   18     009   Blackford County, IN                              2020         4,829        4,440        389      8.1
CN1801100000000   18     011   Boone County, IN                                  2020        36,106       34,547      1,559      4.3
CN1801300000000   18     013   Brown County, IN                                  2020         7,532        7,018        514      6.8
CN1801500000000   18     015   Carroll County, IN                                2020         9,408        8,816        592      6.3
CN1801700000000   18     017   Cass County, IN                                   2020        17,636       16,420      1,216      6.9
CN1801900000000   18     019   Clark County, IN                                  2020        61,662       57,175      4,487      7.3
CN1802100000000   18     021   Clay County, IN                                   2020        11,593       10,826        767      6.6
CN1802300000000   18     023   Clinton County, IN                                2020        16,738       15,785        953      5.7
CN1802500000000   18     025   Crawford County, IN                               2020         4,869        4,515        354      7.3
CN1802700000000   18     027   Daviess County, IN                                2020        16,549       15,909        640      3.9
CN1802900000000   18     029   Dearborn County, IN                               2020        25,346       23,576      1,770      7.0
CN1803100000000   18     031   Decatur County, IN                                2020        14,956       13,821      1,135      7.6
CN1803300000000   18     033   DeKalb County, IN                                 2020        22,211       20,670      1,541      6.9
CN1803500000000   18     035   Delaware County, IN                               2020        52,470       48,593      3,877      7.4
CN1803700000000   18     037   Dubois County, IN                                 2020        22,595       21,563      1,032      4.6
CN1803900000000   18     039   Elkhart County, IN                                2020       110,525      102,105      8,420      7.6
CN1804100000000   18     041   Fayette County, IN                                2020         8,600        7,753        847      9.8
CN1804300000000   18     043   Floyd County, IN                                  2020        41,324       38,615      2,709      6.6
CN1804500000000   18     045   Fountain County, IN                               2020         7,732        7,219        513      6.6
CN1804700000000   18     047   Franklin County, IN                               2020        11,319       10,644        675      6.0
CN1804900000000   18     049   Fulton County, IN                                 2020         9,676        9,034        642      6.6
CN1805100000000   18     051   Gibson County, IN                                 2020        19,577       18,352      1,225      6.3
CN1805300000000   18     053   Grant County, IN                                  2020        31,602       29,582      2,020      6.4
CN1805500000000   18     055   Greene County, IN                                 2020        13,267       12,435        832      6.3
CN1805700000000   18     057   Hamilton County, IN                               2020       184,949      176,246      8,703      4.7
CN1805900000000   18     059   Hancock County, IN                                2020        40,767       38,451      2,316      5.7
CN1806100000000   18     061   Harrison County, IN                               2020        19,966       18,699      1,267      6.3
CN1806300000000   18     063   Hendricks County, IN                              2020        90,251       85,655      4,596      5.1
CN1806500000000   18     065   Henry County, IN                                  2020        21,883       20,431      1,452      6.6
CN1806700000000   18     067   Howard County, IN                                 2020        37,140       33,065      4,075     11.0
CN1806900000000   18     069   Huntington County, IN                             2020        18,060       16,857      1,203      6.7
CN1807100000000   18     071   Jackson County, IN                                2020        23,103       21,431      1,672      7.2
CN1807300000000   18     073   Jasper County, IN                                 2020        15,535       14,428      1,107      7.1
CN1807500000000   18     075   Jay County, IN                                    2020         8,815        8,231        584      6.6
CN1807700000000   18     077   Jefferson County, IN                              2020        14,955       13,834      1,121      7.5
CN1807900000000   18     079   Jennings County, IN                               2020        13,559       12,508      1,051      7.8
CN1808100000000   18     081   Johnson County, IN                                2020        82,993       78,282      4,711      5.7
CN1808300000000   18     083   Knox County, IN                                   2020        18,271       17,175      1,096      6.0
CN1808500000000   18     085   Kosciusko County, IN                              2020        41,373       38,796      2,577      6.2
CN1808700000000   18     087   LaGrange County, IN                               2020        19,299       18,047      1,252      6.5
CN1808900000000   18     089   Lake County, IN                                   2020       226,215      202,695     23,520     10.4
CN1809100000000   18     091   LaPorte County, IN                                2020        47,361       42,770      4,591      9.7
CN1809300000000   18     093   Lawrence County, IN                               2020        20,682       19,223      1,459      7.1
CN1809500000000   18     095   Madison County, IN                                2020        58,444       53,754      4,690      8.0
CN1809700000000   18     097   Marion County, IN                                 2020       492,797      453,225     39,572      8.0
CN1809900000000   18     099   Marshall County, IN                               2020        22,685       21,212      1,473      6.5
CN1810100000000   18     101   Martin County, IN                                 2020         5,407        5,173        234      4.3
CN1810300000000   18     103   Miami County, IN                                  2020        15,180       13,928      1,252      8.2
CN1810500000000   18     105   Monroe County, IN                                 2020        67,917       64,099      3,818      5.6
CN1810700000000   18     107   Montgomery County, IN                             2020        18,609       17,632        977      5.3
CN1810900000000   18     109   Morgan County, IN                                 2020        35,482       33,531      1,951      5.5
CN1811100000000   18     111   Newton County, IN                                 2020         6,557        6,100        457      7.0
CN1811300000000   18     113   Noble County, IN                                  2020        22,856       20,926      1,930      8.4
CN1811500000000   18     115   Ohio County, IN                                   2020         3,158        2,923        235      7.4
CN1811700000000   18     117   Orange County, IN                                 2020         8,504        7,552        952     11.2
CN1811900000000   18     119   Owen County, IN                                   2020         9,015        8,436        579      6.4
CN1812100000000   18     121   Parke County, IN                                  2020         6,853        6,474        379      5.5
CN1812300000000   18     123   Perry County, IN                                  2020         9,079        8,480        599      6.6
CN1812500000000   18     125   Pike County, IN                                   2020         6,171        5,808        363      5.9
CN1812700000000   18     127   Porter County, IN                                 2020        84,310       77,433      6,877      8.2
CN1812900000000   18     129   Posey County, IN                                  2020        12,774       12,136        638      5.0
CN1813100000000   18     131   Pulaski County, IN                                2020         6,401        6,009        392      6.1
CN1813300000000   18     133   Putnam County, IN                                 2020        16,188       15,155      1,033      6.4
CN1813500000000   18     135   Randolph County, IN                               2020        11,194       10,452        742      6.6
CN1813700000000   18     137   Ripley County, IN                                 2020        13,919       13,020        899      6.5
CN1813900000000   18     139   Rush County, IN                                   2020         8,766        8,213        553      6.3
CN1814100000000   18     141   St. Joseph County, IN                             2020       133,500      122,108     11,392      8.5
CN1814300000000   18     143   Scott County, IN                                  2020        10,463        9,569        894      8.5
CN1814500000000   18     145   Shelby County, IN                                 2020        23,019       21,342      1,677      7.3
CN1814700000000   18     147   Spencer County, IN                                2020        10,337        9,754        583      5.6
CN1814900000000   18     149   Starke County, IN                                 2020         9,746        8,954        792      8.1
CN1815100000000   18     151   Steuben County, IN                                2020        19,907       18,649      1,258      6.3
CN1815300000000   18     153   Sullivan County, IN                               2020         7,965        7,407        558      7.0
CN1815500000000   18     155   Switzerland County, IN                            2020         4,805        4,413        392      8.2
CN1815700000000   18     157   Tippecanoe County, IN                             2020        91,769       85,742      6,027      6.6
CN1815900000000   18     159   Tipton County, IN                                 2020         9,028        8,465        563      6.2
CN1816100000000   18     161   Union County, IN                                  2020         3,468        3,274        194      5.6
CN1816300000000   18     163   Vanderburgh County, IN                            2020        92,161       85,529      6,632      7.2
CN1816500000000   18     165   Vermillion County, IN                             2020         6,598        6,098        500      7.6
CN1816700000000   18     167   Vigo County, IN                                   2020        46,209       42,549      3,660      7.9
CN1816900000000   18     169   Wabash County, IN                                 2020        14,471       13,578        893      6.2
CN1817100000000   18     171   Warren County, IN                                 2020         3,964        3,745        219      5.5
CN1817300000000   18     173   Warrick County, IN                                2020        31,818       30,074      1,744      5.5
CN1817500000000   18     175   Washington County, IN                             2020        13,558       12,609        949      7.0
CN1817700000000   18     177   Wayne County, IN                                  2020        30,125       28,071      2,054      6.8
CN1817900000000   18     179   Wells County, IN                                  2020        13,871       13,059        812      5.9
CN1818100000000   18     181   White County, IN                                  2020        13,168       12,492        676      5.1
CN1818300000000   18     183   Whitley County, IN                                2020        17,272       16,233      1,039      6.0
CN1900100000000   19     001   Adair County, IA                                  2020         4,239        4,076        163      3.8
CN1900300000000   19     003   Adams County, IA                                  2020         2,057        1,981         76      3.7
CN1900500000000   19     005   Allamakee County, IA                              2020         7,098        6,746        352      5.0
CN1900700000000   19     007   Appanoose County, IA                              2020         5,934        5,625        309      5.2
CN1900900000000   19     009   Audubon County, IA                                2020         3,026        2,924        102      3.4
CN1901100000000   19     011   Benton County, IA                                 2020        12,916       12,274        642      5.0
CN1901300000000   19     013   Black Hawk County, IA                             2020        67,814       63,732      4,082      6.0
CN1901500000000   19     015   Boone County, IA                                  2020        14,580       14,002        578      4.0
CN1901700000000   19     017   Bremer County, IA                                 2020        13,783       13,259        524      3.8
CN1901900000000   19     019   Buchanan County, IA                               2020        11,208       10,708        500      4.5
CN1902100000000   19     021   Buena Vista County, IA                            2020        11,740       11,319        421      3.6
CN1902300000000   19     023   Butler County, IA                                 2020         7,740        7,389        351      4.5
CN1902500000000   19     025   Calhoun County, IA                                2020         4,102        3,938        164      4.0
CN1902700000000   19     027   Carroll County, IA                                2020        10,611       10,201        410      3.9
CN1902900000000   19     029   Cass County, IA                                   2020         6,802        6,543        259      3.8
CN1903100000000   19     031   Cedar County, IA                                  2020        10,468       10,022        446      4.3
CN1903300000000   19     033   Cerro Gordo County, IA                            2020        23,259       22,076      1,183      5.1
CN1903500000000   19     035   Cherokee County, IA                               2020         6,235        6,004        231      3.7
CN1903700000000   19     037   Chickasaw County, IA                              2020         6,326        6,038        288      4.6
CN1903900000000   19     039   Clarke County, IA                                 2020         4,804        4,552        252      5.2
CN1904100000000   19     041   Clay County, IA                                   2020         8,438        8,068        370      4.4
CN1904300000000   19     043   Clayton County, IA                                2020         9,739        9,197        542      5.6
CN1904500000000   19     045   Clinton County, IA                                2020        22,182       20,724      1,458      6.6
CN1904700000000   19     047   Crawford County, IA                               2020         7,992        7,580        412      5.2
CN1904900000000   19     049   Dallas County, IA                                 2020        51,107       49,331      1,776      3.5
CN1905100000000   19     051   Davis County, IA                                  2020         4,150        3,987        163      3.9
CN1905300000000   19     053   Decatur County, IA                                2020         4,231        4,073        158      3.7
CN1905500000000   19     055   Delaware County, IA                               2020        10,470       10,065        405      3.9
CN1905700000000   19     057   Des Moines County, IA                             2020        18,726       17,364      1,362      7.3
CN1905900000000   19     059   Dickinson County, IA                              2020         9,853        9,364        489      5.0
CN1906100000000   19     061   Dubuque County, IA                                2020        55,483       52,324      3,159      5.7
CN1906300000000   19     063   Emmet County, IA                                  2020         5,075        4,830        245      4.8
CN1906500000000   19     065   Fayette County, IA                                2020        10,323        9,771        552      5.3
CN1906700000000   19     067   Floyd County, IA                                  2020         8,299        7,810        489      5.9
CN1906900000000   19     069   Franklin County, IA                               2020         5,630        5,421        209      3.7
CN1907100000000   19     071   Fremont County, IA                                2020         3,724        3,612        112      3.0
CN1907300000000   19     073   Greene County, IA                                 2020         5,350        5,128        222      4.1
CN1907500000000   19     075   Grundy County, IA                                 2020         6,338        6,068        270      4.3
CN1907700000000   19     077   Guthrie County, IA                                2020         5,432        5,167        265      4.9
CN1907900000000   19     079   Hamilton County, IA                               2020         6,828        6,534        294      4.3
CN1908100000000   19     081   Hancock County, IA                                2020         5,796        5,533        263      4.5
CN1908300000000   19     083   Hardin County, IA                                 2020         7,835        7,481        354      4.5
CN1908500000000   19     085   Harrison County, IA                               2020         7,026        6,745        281      4.0
CN1908700000000   19     087   Henry County, IA                                  2020         9,530        9,036        494      5.2
CN1908900000000   19     089   Howard County, IA                                 2020         5,137        4,914        223      4.3
CN1909100000000   19     091   Humboldt County, IA                               2020         4,974        4,769        205      4.1
CN1909300000000   19     093   Ida County, IA                                    2020         4,008        3,868        140      3.5
CN1909500000000   19     095   Iowa County, IA                                   2020        10,137        9,701        436      4.3
CN1909700000000   19     097   Jackson County, IA                                2020        10,670       10,035        635      6.0
CN1909900000000   19     099   Jasper County, IA                                 2020        19,327       18,323      1,004      5.2
CN1910100000000   19     101   Jefferson County, IA                              2020         9,868        9,337        531      5.4
CN1910300000000   19     103   Johnson County, IA                                2020        85,204       81,202      4,002      4.7
CN1910500000000   19     105   Jones County, IA                                  2020        10,303        9,730        573      5.6
CN1910700000000   19     107   Keokuk County, IA                                 2020         5,183        4,933        250      4.8
CN1910900000000   19     109   Kossuth County, IA                                2020         8,167        7,865        302      3.7
CN1911100000000   19     111   Lee County, IA                                    2020        15,759       14,748      1,011      6.4
CN1911300000000   19     113   Linn County, IA                                   2020       120,317      112,852      7,465      6.2
CN1911500000000   19     115   Louisa County, IA                                 2020         5,985        5,697        288      4.8
CN1911700000000   19     117   Lucas County, IA                                  2020         4,645        4,479        166      3.6
CN1911900000000   19     119   Lyon County, IA                                   2020         6,889        6,720        169      2.5
CN1912100000000   19     121   Madison County, IA                                2020         8,419        7,949        470      5.6
CN1912300000000   19     123   Mahaska County, IA                                2020        11,930       11,375        555      4.7
CN1912500000000   19     125   Marion County, IA                                 2020        18,077       17,337        740      4.1
CN1912700000000   19     127   Marshall County, IA                               2020        17,659       16,435      1,224      6.9
CN1912900000000   19     129   Mills County, IA                                  2020         7,013        6,738        275      3.9
CN1913100000000   19     131   Mitchell County, IA                               2020         6,098        5,896        202      3.3
CN1913300000000   19     133   Monona County, IA                                 2020         4,401        4,197        204      4.6
CN1913500000000   19     135   Monroe County, IA                                 2020         3,975        3,774        201      5.1
CN1913700000000   19     137   Montgomery County, IA                             2020         4,890        4,667        223      4.6
CN1913900000000   19     139   Muscatine County, IA                              2020        21,452       20,215      1,237      5.8
CN1914100000000   19     141   O'Brien County, IA                                2020         8,152        7,884        268      3.3
CN1914300000000   19     143   Osceola County, IA                                2020         3,528        3,428        100      2.8
CN1914500000000   19     145   Page County, IA                                   2020         6,239        5,935        304      4.9
CN1914700000000   19     147   Palo Alto County, IA                              2020         4,582        4,377        205      4.5
CN1914900000000   19     149   Plymouth County, IA                               2020        14,431       13,923        508      3.5
CN1915100000000   19     151   Pocahontas County, IA                             2020         4,242        4,097        145      3.4
CN1915300000000   19     153   Polk County, IA                                   2020       266,206      250,540     15,666      5.9
CN1915500000000   19     155   Pottawattamie County, IA                          2020        47,408       44,961      2,447      5.2
CN1915700000000   19     157   Poweshiek County, IA                              2020         9,832        9,360        472      4.8
CN1915900000000   19     159   Ringgold County, IA                               2020         2,388        2,298         90      3.8
CN1916100000000   19     161   Sac County, IA                                    2020         5,206        5,026        180      3.5
CN1916300000000   19     163   Scott County, IA                                  2020        87,409       81,621      5,788      6.6
CN1916500000000   19     165   Shelby County, IA                                 2020         6,390        6,165        225      3.5
CN1916700000000   19     167   Sioux County, IA                                  2020        21,310       20,761        549      2.6
CN1916900000000   19     169   Story County, IA                                  2020        57,091       55,080      2,011      3.5
CN1917100000000   19     171   Tama County, IA                                   2020         9,295        8,828        467      5.0
CN1917300000000   19     173   Taylor County, IA                                 2020         3,094        2,984        110      3.6
CN1917500000000   19     175   Union County, IA                                  2020         6,204        5,850        354      5.7
CN1917700000000   19     177   Van Buren County, IA                              2020         3,694        3,529        165      4.5
CN1917900000000   19     179   Wapello County, IA                                2020        17,461       16,440      1,021      5.8
CN1918100000000   19     181   Warren County, IA                                 2020        27,926       26,685      1,241      4.4
CN1918300000000   19     183   Washington County, IA                             2020        11,484       11,023        461      4.0
CN1918500000000   19     185   Wayne County, IA                                  2020         2,808        2,686        122      4.3
CN1918700000000   19     187   Webster County, IA                                2020        18,779       17,815        964      5.1
CN1918900000000   19     189   Winnebago County, IA                              2020         5,077        4,761        316      6.2
CN1919100000000   19     191   Winneshiek County, IA                             2020        11,200       10,666        534      4.8
CN1919300000000   19     193   Woodbury County, IA                               2020        54,904       52,079      2,825      5.1
CN1919500000000   19     195   Worth County, IA                                  2020         4,115        3,899        216      5.2
CN1919700000000   19     197   Wright County, IA                                 2020         7,019        6,747        272      3.9
CN2000100000000   20     001   Allen County, KS                                  2020         6,394        6,061        333      5.2
CN2000300000000   20     003   Anderson County, KS                               2020         4,283        4,114        169      3.9
CN2000500000000   20     005   Atchison County, KS                               2020         6,851        6,400        451      6.6
CN2000700000000   20     007   Barber County, KS                                 2020         2,312        2,240         72      3.1
CN2000900000000   20     009   Barton County, KS                                 2020        13,638       13,032        606      4.4
CN2001100000000   20     011   Bourbon County, KS                                2020         6,690        6,319        371      5.5
CN2001300000000   20     013   Brown County, KS                                  2020         5,138        4,917        221      4.3
CN2001500000000   20     015   Butler County, KS                                 2020        32,383       30,314      2,069      6.4
CN2001700000000   20     017   Chase County, KS                                  2020         1,452        1,375         77      5.3
CN2001900000000   20     019   Chautauqua County, KS                             2020         1,479        1,391         88      5.9
CN2002100000000   20     021   Cherokee County, KS                               2020         9,974        9,469        505      5.1
CN2002300000000   20     023   Cheyenne County, KS                               2020         1,302        1,274         28      2.2
CN2002500000000   20     025   Clark County, KS                                  2020         1,135        1,113         22      1.9
CN2002700000000   20     027   Clay County, KS                                   2020         3,808        3,644        164      4.3
CN2002900000000   20     029   Cloud County, KS                                  2020         3,841        3,690        151      3.9
CN2003100000000   20     031   Coffey County, KS                                 2020         3,934        3,737        197      5.0
CN2003300000000   20     033   Comanche County, KS                               2020           865          837         28      3.2
CN2003500000000   20     035   Cowley County, KS                                 2020        16,774       15,711      1,063      6.3
CN2003700000000   20     037   Crawford County, KS                               2020        18,931       17,920      1,011      5.3
CN2003900000000   20     039   Decatur County, KS                                2020         1,224        1,182         42      3.4
CN2004100000000   20     041   Dickinson County, KS                              2020         8,867        8,455        412      4.6
CN2004300000000   20     043   Doniphan County, KS                               2020         4,136        3,951        185      4.5
CN2004500000000   20     045   Douglas County, KS                                2020        63,957       60,252      3,705      5.8
CN2004700000000   20     047   Edwards County, KS                                2020         1,460        1,418         42      2.9
CN2004900000000   20     049   Elk County, KS                                    2020         1,167        1,112         55      4.7
CN2005100000000   20     051   Ellis County, KS                                  2020        17,036       16,477        559      3.3
CN2005300000000   20     053   Ellsworth County, KS                              2020         2,704        2,623         81      3.0
CN2005500000000   20     055   Finney County, KS                                 2020        20,555       19,894        661      3.2
CN2005700000000   20     057   Ford County, KS                                   2020        17,256       16,706        550      3.2
CN2005900000000   20     059   Franklin County, KS                               2020        14,217       13,477        740      5.2
CN2006100000000   20     061   Geary County, KS                                  2020        11,632       10,841        791      6.8
CN2006300000000   20     063   Gove County, KS                                   2020         1,460        1,423         37      2.5
CN2006500000000   20     065   Graham County, KS                                 2020         1,134        1,085         49      4.3
CN2006700000000   20     067   Grant County, KS                                  2020         3,097        2,976        121      3.9
CN2006900000000   20     069   Gray County, KS                                   2020         3,235        3,167         68      2.1
CN2007100000000   20     071   Greeley County, KS                                2020           818          805         13      1.6
CN2007300000000   20     073   Greenwood County, KS                              2020         3,103        2,945        158      5.1
